Year,Rank,Company,Industry,Country,Sales,Profits,Assets,Market Value,Region
2020,109,UBS,Banking,Switzerland,34234,4752,1098099,38398,Europe
2020,110,Unilever,Consumer Durables,Netherlands,58179,6296,72745,130583,Europe
2020,111,Country Garden Holdings,Construction,China,70143,5705,273792,27809,Asia
2020,112,EDF,Utilities,France,79821,5111,340436,24688,Europe
2020,113,China Citic Bank,Banking,China,49306,7086,991447,23923,Asia
2020,114,Rio Tinto,Materials,United Kingdom,43179,8005,87802,75514,Europe
2020,115,Lloyds Banking Group,Banking,United Kingdom,64281,3137,1104700,28637,Europe
2020,116,Prudential Financial,Diversified Financials,United States of America,64917,4140,896552,24701,NorthAmerica
2020,117,Sanofi,Drugs & Biotechnology,France,40434,3254,126546,122486,Europe
2020,118,Credit Agricole,Banking,France,74271,4765,1984179,21929,Europe
2020,119,AbbVie,Drugs & Biotechnology,United States of America,33266,7839,89115,121382,NorthAmerica
2020,120,Iberdrola,Utilities,Spain,39691,4110,136623,62469,Europe
2020,121,Hon Hai Precision,Technology Hardware & Equipment,Taiwan,172835,3730,110783,35893,Asia
2020,122,KDDI,Telecommunications Services,Japan,47805,5896,86472,66867,Asia
2020,123,Enbridge,Oil & Gas Operations,Canada,37463,4300,125906,62184,NorthAmerica
2020,124,Manulife,Insurance,Canada,58262,4222,592006,24547,NorthAmerica
2020,125,Intesa Sanpaolo,Banking,Italy,41263,4681,916074,27250,Europe
2020,126,CNOOC,Oil & Gas Operations,Hong Kong,33598,8839,108780,50624,Asia
2020,127,Dell Technologies,Technology Hardware & Equipment,United States of America,91928,4616,118861,31568,NorthAmerica
2020,128,Westpac Banking Group,Banking,Australia,26038,4768,611935,38426,Oceanic
2020,129,Medtronic,Health Care Equipment & Services,Ireland,31062,5315,92822,130841,Europe
2020,130,China Pacific Insurance,Insurance,China,55785,4030,215739,30042,Asia
2020,131,SAIC Motor,Consumer Durables,China,121090,3705,121934,31312,Asia
2020,132,Bank of Montreal,Banking,Canada,29121,4407,665170,32590,NorthAmerica
2020,133,Caterpillar,Capital Goods,United States of America,50959,5304,75894,62989,NorthAmerica
2020,134,Chubb,Insurance,Switzerland,33990,3666,173127,48751,Europe
2020,135,Itochu,Trading Companies,Japan,103056,4859,104640,29615,Asia
2020,136,Walgreens Boots Alliance,Retailing,United States of America,138704,3493,90003,37975,NorthAmerica
2020,137,VINCI,Construction,France,54567,3649,102262,45468,Europe
2020,138,Bristol-Myers Squibb,Drugs & Biotechnology,United States of America,26145,3439,129944,137580,NorthAmerica
2020,139,PNC Financial Services,Banking,United States of America,21450,4996,445493,45228,NorthAmerica
2020,140,Generali Group,Insurance,Italy,91898,2990,578568,22463,Europe
2020,141,Visa,Business Services & Supplies,United States of America,23525,11932,74781,383947,NorthAmerica
2020,142,Costco Wholesale,Retailing,United States of America,158350,3778,48782,133799,NorthAmerica
2020,143,United Parcel Service,Transportation,United States of America,74815,4294,57857,81285,NorthAmerica
2020,144,Duke Energy,Utilities,United States of America,25079,3748,163552,62143,NorthAmerica
2020,145,Lockheed Martin,Aerospace & Defense,United States of America,61127,6243,49248,109106,NorthAmerica
2020,146,HDFC Bank,Banking,India,20741,3844,208963,73146,Asia
2020,147,Allstate,Insurance,United States of America,44251,4847,121143,32185,NorthAmerica
2020,148,China Everbright Bank,Banking,China,35602,5527,737620,22276,Asia
2020,149,Charter Communications,Media,United States of America,45764,1668,150645,103986,NorthAmerica
2020,150,SAP,IT Software & Services,Germany,31089,4739,69069,142428,Europe
2020,151,Tokio Marine Holdings,Insurance,Japan,48517,2565,224535,32967,Asia
2020,152,CK Hutchison,Conglomerates,Hong Kong,38164,5084,155417,28552,Asia
2020,153,Honeywell International,Conglomerates,United States of America,36706,6143,58679,100364,NorthAmerica
2020,154,China Evergrande Group,Construction,China,69432,2536,316778,23506,Asia
2020,155,American International Group,Insurance,United States of America,50112,3348,525064,21903,NorthAmerica
2020,156,Orange,Telecommunications Services,France,47275,3365,122984,32324,Europe
2020,157,América Móvil,Telecommunications Services,Mexico,52322,3518,81123,40463,NorthAmerica
2020,158,Abbott Laboratories,Health Care Equipment & Services,United States of America,32095,3539,66777,162893,NorthAmerica
2020,159,Bank of New York Mellon,Banking,United States of America,20757,4462,468155,33225,NorthAmerica
2020,160,Credit Suisse Group,Banking,Switzerland,32790,4038,860075,22026,Europe
2020,161,Capital One Financial,Business Services & Supplies,United States of America,31100,2755,396878,29485,NorthAmerica
2020,162,Amgen,Drugs & Biotechnology,United States of America,23879,7675,61669,140605,NorthAmerica
2020,163,Truist Financial,Banking,United States of America,17214,3492,506229,50287,NorthAmerica
2020,164,ANZ,Banking,Australia,23867,2945,703830,31325,Oceanic
2020,165,Equinor,Oil & Gas Operations,Norway,60274,1759,118063,46392,Europe
2020,166,Mitsui,Trading Companies,Japan,65485,3662,114329,24091,Asia
2020,167,Oversea-Chinese Banking,Banking,Singapore,24869,3569,365664,28262,Asia
2020,168,China Shenhua Energy,Materials,China,34999,6062,80837,35559,Asia
2020,169,Exelon,Utilities,United States of America,33761,2936,124977,36113,NorthAmerica
2020,170,PTT,Oil & Gas Operations,Thailand,71501,2946,82942,31339,Asia
2020,171,State Bank of India,Banking,India,51090,2003,559909,22628,Asia
2020,172,Poly Developments & Holdings Group,Construction,China,30991,4046,148328,27479,Asia
2020,173,Lowe's,Retailing,United States of America,72148,4267,40990,79081,NorthAmerica
2020,174,China Telecom,Telecommunications Services,China,54425,2991,100993,27874,Asia
2020,175,Southern Company,Utilities,United States of America,20763,3539,118852,59964,NorthAmerica
2020,176,L'Oréal,Consumer Durables,France,33436,4197,49176,162517,Europe
2020,177,BlackRock,Diversified Financials,United States of America,15063,4229,168622,77859,NorthAmerica
2020,178,Linde,Chemicals,United Kingdom,28228,2285,86612,96628,Europe
2020,179,Canadian Imperial Bank,Banking,Canada,21568,3866,508199,26430,NorthAmerica
2020,180,NextEra Energy,Utilities,United States of America,17188,3509,120637,113122,NorthAmerica
2020,181,Barclays,Banking,United Kingdom,28780,2575,1790855,23134,Europe
2020,182,Deere & Company,Capital Goods,United States of America,38916,3272,71821,45494,NorthAmerica
2020,183,Union Pacific,Transportation,United States of America,21553,6002,62216,108428,NorthAmerica
2020,184,Thermo Fisher Scientific,Health Care Equipment & Services,United States of America,25647,3669,58688,132182,NorthAmerica
2020,185,Deutsche Post,Transportation,Germany,70894,2936,61028,36741,Europe
2020,186,Gilead Sciences,Drugs & Biotechnology,United States of America,22618,4962,59741,105758,NorthAmerica
2020,187,Phillips 66,Oil & Gas Operations,United States of America,107443,3070,58720,32037,NorthAmerica
2020,188,Mondelez International,"Food, Drink & Tobacco",United States of America,26037,3709,63598,73429,NorthAmerica
2020,189,Hyundai Motor,Consumer Durables,South Korea,90515,2285,163347,20117,Asia
2020,190,Qatar National Bank,Banking,Qatar,15863,3873,264859,43709,Asia
2020,191,NAB - National Australia Bank,Banking,Australia,21428,2327,567755,31950,Oceanic
2020,192,Broadcom,Semiconductors,United States of America,22666,2638,81006,108591,NorthAmerica
2020,193,Legal & General Group,Insurance,United Kingdom,85202,2340,734967,15315,Europe
2020,194,ING Group,Diversified Financials,Netherlands,20489,5350,1000983,21390,Europe
2020,195,3M,Conglomerates,United States of America,32348,4971,46212,87384,NorthAmerica
2020,196,Target,Retailing,United States of America,78112,3281,42779,54851,NorthAmerica
2020,197,Marathon Petroleum,Oil & Gas Operations,United States of America,123447,2637,98556,20852,NorthAmerica
2020,198,Hitachi,Conglomerates,Japan,82944,1789,94606,29285,Asia
2020,199,Progressive,Insurance,United States of America,39060,3585,56265,45244,NorthAmerica
2020,200,DBS,Banking,Singapore,14480,4304,451605,36002,Asia
2020,201,ConocoPhillips,Oil & Gas Operations,United States of America,29453,3617,65033,45336,NorthAmerica
2020,202,UniCredit,Banking,Italy,28831,3636,960464,17224,Europe
2020,203,Philip Morris International,"Food, Drink & Tobacco",United States of America,30192,7638,37494,116162,NorthAmerica
2020,204,China Railway Group,Construction,China,122867,3193,151606,14770,Asia
2020,205,Accenture,IT Software & Services,Ireland,44656,4972,33503,117971,Europe
2020,206,Munich Re,Insurance,Germany,36087,1352,317236,31112,Europe
2020,207,Royal Bank of Scotland,Banking,United Kingdom,23511,4515,957846,16843,Europe
2020,208,Banco do Brasil,Banking,Brazil,42029,3781,359492,14674,SouthAmerica
2020,209,McDonald's,"Hotels, Restaurants & Leisure",United States of America,20835,5804,47511,139454,NorthAmerica
2020,210,China Resources Land,Construction,Hong Kong,21642,4143,109409,29251,Asia
2020,211,China Railway Construction,Construction,China,116828,2771,154437,14889,Asia
2020,212,Saudi Basic Industries,Chemicals,Saudi Arabia,37258,1483,83353,59840,Asia
2020,213,Aviva,Insurance,United Kingdom,89543,3207,593073,11958,Europe
2020,214,General Dynamics,Aerospace & Defense,United States of America,38838,3445,53710,37470,NorthAmerica
2020,215,MS&AD Insurance,Insurance,Japan,50584,2638,220136,16697,Asia
2020,216,PICC,Insurance,China,78155,3229,158451,14490,Asia
2020,217,Aflac,Insurance,United States of America,21995,2941,151616,26906,NorthAmerica
2020,218,E.ON,Utilities,Germany,45893,1753,118024,26120,Europe
2020,219,Travelers,Insurance,United States of America,31837,2407,109436,25590,NorthAmerica
2020,220,Prudential,Insurance,United Kingdom,94519,768,440358,36894,Europe
2020,221,Eli Lilly,Drugs & Biotechnology,United States of America,23087,5533,39286,147996,NorthAmerica
2020,222,Kraft Heinz Company,"Food, Drink & Tobacco",United States of America,25174,1908,104073,37056,NorthAmerica
2020,223,Sunac China Holdings,Construction,China,25267,3754,137911,20650,Asia
2020,224,Charles Schwab,Diversified Financials,United States of America,11498,3535,370800,48556,NorthAmerica
2020,225,HCA Healthcare,Health Care Equipment & Services,United States of America,51680,3047,45421,37191,NorthAmerica
2020,226,Danaher,Conglomerates,United States of America,19942,2557,62082,113914,NorthAmerica
2020,227,Schneider Electric,Capital Goods,France,30397,2701,50516,50363,Europe
2020,228,Société Générale,Banking,France,47817,2838,1522450,12375,Europe
2020,229,Midea Group,Consumer Durables,China,39913,3438,39965,52890,Asia
2020,230,Dai-ichi Life Insurance,Insurance,Japan,62600,1850,560786,14410,Asia
2020,231,ENGIE,Oil & Gas Operations,France,67220,1103,179368,26177,Europe
2020,232,Fiat Chrysler Automobiles,Consumer Durables,United Kingdom,121088,3193,110054,13769,Europe
2020,233,Volvo Group,Consumer Durables,Sweden,43427,3122,55601,26263,Europe
2020,234,Seven & I Holdings,Food Markets,Japan,60952,2002,55596,29333,Asia
2020,235,Humana,Drugs & Biotechnology,United States of America,67716,2614,34633,50479,NorthAmerica
2020,236,Longfor Group Holdings,Construction,China,21729,2640,93637,29757,Asia
2020,237,AstraZeneca,Drugs & Biotechnology,United Kingdom,26233,1521,57211,137745,Europe
2020,238,JD.com,Retailing,China,83416,1779,37286,53581,Asia
2020,239,Air Liquide,Chemicals,France,24534,2509,49016,59979,Europe
2020,240,Fresenius,Health Care Equipment & Services,Germany,39631,2108,75214,23810,Europe
2020,241,Northrop Grumman,Aerospace & Defense,United States of America,34272,2253,43203,55124,NorthAmerica
2020,242,Mizuho Financial,Banking,Japan,35859,831,1874921,29845,Asia
2020,243,Sun Life Financial,Diversified Financials,Canada,24566,2045,226087,20098,NorthAmerica
2020,244,Inditex,Retailing,Spain,31582,4063,31463,79314,Europe
2020,245,Nike,Consumer Durables,United States of America,41300,4318,26220,135567,NorthAmerica
2020,246,Gree Electric Appliances,Consumer Durables,China,28841,3556,40320,46721,Asia
2020,247,Central Japan Railway,Transportation,Japan,16966,3660,88955,31225,Asia
2020,248,Danone,"Food, Drink & Tobacco",France,28302,2143,50919,44959,Europe
2020,249,PayPal,Business Services & Supplies,United States of America,17534,2459,51333,144266,NorthAmerica
2020,250,Cathay Financial,Insurance,Taiwan,24212,2030,335491,17670,Asia
2020,251,Surgutneftegas,Oil & Gas Operations,Russia,24739,6774,80846,17931,Europe
2020,252,Suncor Energy,Oil & Gas Operations,Canada,28897,2185,68969,27284,NorthAmerica
2020,253,Standard Chartered,Banking,United Kingdom,24707,1929,720398,16217,Europe
2020,254,Tesco,Food Markets,United Kingdom,82680,1240,66805,29042,Europe
2020,255,ICICI Bank,Banking,India,20796,1347,182817,32753,Asia
2020,256,Panasonic,Consumer Durables,Japan,70409,2647,61750,18037,Asia
2020,257,Safran,Aerospace & Defense,France,28091,2739,48052,36714,Europe
2020,258,Qualcomm,Semiconductors,United States of America,24742,4048,31938,88498,NorthAmerica
2020,259,Royal Ahold Delhaize N.V.,Food Markets,Netherlands,74161,1978,46573,26407,Europe
2020,260,KBC Group,Banking,Belgium,14884,2723,326350,22473,Europe
2020,261,East Japan Railway,Transportation,Japan,27102,1825,79080,27774,Asia
2020,262,National Grid,Utilities,United Kingdom,18976,1878,81679,41323,Europe
2020,263,Delta Air Lines,Transportation,United States of America,45126,3503,68738,16526,NorthAmerica
2020,264,Peugeot,Consumer Durables,France,83643,3583,78312,12816,Europe
2020,265,Telefónica,Telecommunications Services,Spain,54197,1038,133439,23420,Europe
2020,266,Kroger,Food Markets,United States of America,122286,1655,47899,25235,NorthAmerica
2020,267,China Communications Construction,Construction,China,79812,2821,161106,10829,Asia
2020,268,Shinhan Financial Group,Diversified Financials,South Korea,33912,2867,477686,11748,Asia
2020,269,Oil & Natural Gas,Oil & Gas Operations,India,60082,4360,72611,13394,Asia
2020,270,Sun Hung Kai Properties,Construction,Hong Kong,11190,5088,103643,39772,Asia
2020,271,Huaxia Bank,Banking,China,21259,3131,440093,14313,Asia
2020,272,Fubon Financial,Insurance,Taiwan,33311,1892,284635,14557,Asia
2020,273,Diageo,"Food, Drink & Tobacco",United Kingdom,16787,3890,42038,80965,Europe
2020,274,Anglo American,Materials,United Kingdom,29868,3543,56152,22029,Europe
2020,275,Mastercard,Business Services & Supplies,United States of America,17003,7949,30648,276081,NorthAmerica
2020,276,Dominion Energy,Utilities,United States of America,16426,1358,103823,64635,NorthAmerica
2020,277,Micron Technology,Semiconductors,United States of America,19599,2297,49648,53263,NorthAmerica
2020,278,KB Financial Group,Banking,South Korea,37336,2704,449868,11112,Asia
2020,279,HDFC,Business Services & Supplies,India,13163,2321,98169,44218,Asia
2020,280,LafargeHolcim,Construction,Switzerland,26889,2245,60216,25460,Europe
2020,281,United Overseas Bank,Banking,Singapore,12028,3184,300754,23929,Asia
2020,282,Bank of Beijing,Banking,China,17932,3125,393096,14931,Asia
2020,283,Japan Tobacco,"Food, Drink & Tobacco",Japan,19958,3194,51098,33416,Asia
2020,284,Netflix,Media,United States of America,21403,2232,35060,184652,NorthAmerica
2020,285,Centene,Drugs & Biotechnology,United States of America,82220,845,66431,38558,NorthAmerica
2020,286,China Unicom,Telecommunications Services,Hong Kong,42068,1647,81992,19774,Asia
2020,287,Jardine Matheson,Conglomerates,Bermuda,40922,2838,97028,13437,NorthAmerica
2020,288,Starbucks,"Hotels, Restaurants & Leisure",United States of America,26656,3390,27479,89628,NorthAmerica
2020,289,American Electric,Utilities,United States of America,15536,1921,79138,41126,NorthAmerica
2020,290,Sumitomo,Trading Companies,Japan,49912,2661,77099,14352,Asia
2020,291,Nordea Bank,Banking,Finland,13037,1693,622763,26140,Europe
2020,292,Orix,Business Services & Supplies,Japan,21281,3044,118178,15363,Asia
2020,293,TJX Cos,Retailing,United States of America,41717,3272,24145,59481,NorthAmerica
2020,294,Mitsubishi Electric,Capital Goods,Japan,41335,2087,40880,26890,Asia
2020,295,State Street,Diversified Financials,United States of America,12310,2368,362527,22187,NorthAmerica
2020,296,SK Hynix,Semiconductors,South Korea,23176,1318,55155,46987,Asia
2020,297,RWE Group,Utilities,Germany,14690,9511,79408,17668,Europe
2020,298,ABB,Conglomerates,Switzerland,27972,1436,46108,40508,Europe
2020,299,Nomura,Diversified Financials,Japan,19091,2315,425510,13005,Asia
2020,300,BCE,Telecommunications Services,Canada,18060,2405,46382,36647,NorthAmerica
2020,301,Automatic Data Processing,Business Services & Supplies,United States of America,14712,2530,43383,63047,NorthAmerica
2020,302,HP,Technology Hardware & Equipment,United States of America,58369,3027,31656,22176,NorthAmerica
2020,303,First Abu Dhabi Bank,Banking,United Arab Emirates,8896,3067,227423,34427,Asia
2020,304,EssilorLuxottica,Health Care Equipment & Services,France,19464,1205,59024,53888,Europe
2020,305,Henkel,Consumer Durables,Germany,22513,2334,35854,38548,Europe
2020,306,Canadian Natural Resources,Oil & Gas Operations,Canada,17236,4082,62291,19818,NorthAmerica
2020,307,Greenland Holdings Group,Construction,China,57734,2009,159366,9766,Asia
2020,308,EMD Group,Drugs & Biotechnology,Germany,18078,1477,49616,50526,Europe
2020,309,Swiss Re,Insurance,Switzerland,48956,734,238567,20264,Europe
2020,310,Bank Of Shanghai,Banking,China,12913,2725,322329,16459,Asia
2020,311,Archer Daniels Midland,"Food, Drink & Tobacco",United States of America,64352,1537,43997,20695,NorthAmerica
2020,312,Anhui Conch Cement,Construction,China,22702,4862,25665,41698,Asia
2020,313,Ecopetrol,Oil & Gas Operations,Colombia,22104,4037,41276,21924,SouthAmerica
2020,314,BT Group,Telecommunications Services,United Kingdom,29609,2775,63334,14452,Europe
2020,315,Poste Italiane,Insurance,Italy,36665,1502,267437,11045,Europe
2020,316,Novatek,Oil & Gas Operations,Russia,13171,13376,32486,42587,Europe
2020,317,TC Energy,Oil & Gas Operations,Canada,9812,3120,76560,43345,NorthAmerica
2020,318,CRH,Construction,Ireland,28115,1908,41880,23751,Europe
2020,319,Macquarie Group,Diversified Financials,Australia,11470,2201,148038,22762,Oceanic
2020,320,BBVA-Banco Bilbao Vizcaya,Banking,Spain,38283,617,802005,21774,Europe
2020,321,JXTG Holdings,Oil & Gas Operations,Japan,95454,1547,81639,11522,Asia
2020,322,Kering,Consumer Durables,France,17778,2384,30474,63016,Europe
2020,323,Baoshan Iron & Steel,Materials,China,42958,2136,48270,15259,Asia
2020,324,Daiwa House Industry,Construction,Japan,39953,2282,42688,17124,Asia
2020,325,Couche Tard,Food Markets,Canada,57539,2068,24839,31115,NorthAmerica
2020,326,Daimler,Consumer Durables,Germany,189171,418,326611,36953,Europe
2020,327,Bridgestone,Consumer Durables,Japan,32342,2684,36315,20729,Asia
2020,328,Fannie Mae,Business Services & Supplies,United States of America,122840,14160,3503319,1992,NorthAmerica
2020,329,Tyson Foods,"Food, Drink & Tobacco",United States of America,43051,2028,33811,22266,NorthAmerica
2020,330,New China Life Insurance,Insurance,China,25233,2126,125778,10825,Asia
2020,331,Saint-Gobain,Construction,France,47650,1574,56106,14375,Europe
