Year,Rank,Company,Industry,Country,Sales,Profits,Assets,Market Value,Region
2011,131,Hyundai Motor,Consumer Durables,South Korea,78475,2551,87564,35788,Asia
2011,131,US Bancorp,Banking,United States of America,20518,3317,307786,52200,NorthAmerica
2011,133,Anglo American,Diversified Metals & Mining,United Kingdom,28352,6636,66401,66216,Europe
2011,134,GlaxoSmithKline,Drugs & Biotechnology,United Kingdom,44293,2549,62100,99203,Europe
2011,135,Aviva,Insurance,United Kingdom,90657,2282,567916,20500,Europe
2011,136,State Bank of India Group,Banking,India,29139,2618,322243,36091,Asia
2011,137,Telecom Italia,Telecommunications Services,Italy,36909,4178,117074,30500,Europe
2011,138,Caterpillar,Capital Goods,United States of America,42588,2700,64020,63895,NorthAmerica
2011,139,Schlumberger,Oil & Gas Operations,Netherlands,27447,4267,51767,117372,Europe
2011,140,Dow Chemical,Chemicals,United States of America,53674,2310,69588,42968,NorthAmerica
2011,141,Canon,Business Services & Supplies,Japan,45669,3038,49119,61917,Asia
2011,142,Home Depot,Retailing,United States of America,67997,3338,40125,60866,NorthAmerica
2011,143,Tokyo Electric Power,Utilities,Japan,53674,1431,136645,41545,Asia
2011,144,Cnooc,Oil & Gas Operations,Hong Kong,27049,8040,41825,101287,Asia
2011,145,China Shenhua Energy,Diversified Metals & Mining,China,23076,5787,51622,82273,Asia
2011,146,Vivendi,Media,France,38659,2942,76679,33801,Europe
2011,147,Bayer Group,Chemicals,Germany,46972,1742,67523,62533,Europe
2011,147,Ping An Insurance Group,Insurance,China,22289,2034,135305,67008,Asia
2011,149,News Corp,Media,United States of America,33082,3131,56712,45525,NorthAmerica
2011,150,Vinci,Construction,France,45520,2378,75487,32888,Europe
2011,151,Marathon Oil,Oil & Gas Operations,United States of America,67113,2568,50014,35635,NorthAmerica
2011,152,PNC Financial Services,Banking,United States of America,17096,3412,264284,33060,NorthAmerica
2011,153,Philip Morris International,"Food, Drink & Tobacco",United States of America,27208,7259,35050,114621,NorthAmerica
2011,154,United Parcel Service,Air Courier,United States of America,49545,3488,33597,73136,NorthAmerica
2011,155,Target,Retailing,United States of America,67391,2920,43705,35714,NorthAmerica
2011,156,Bank of Montreal,Banking,Canada,15964,2928,413141,35737,NorthAmerica
2011,157,China Telecom,Telecommunications Services,China,32488,2329,61817,47181,Asia
2011,158,Occidental Petroleum,Oil & Gas Operations,United States of America,19157,4530,52432,80269,NorthAmerica
2011,159,British Amer Tobacco,"Food, Drink & Tobacco",United Kingdom,23218,4491,42976,76584,Europe
2011,160,Hutchison Whampoa,Conglomerates,Hong Kong,26930,1827,87276,49896,Asia
2011,161,Nokia,Technology Hardware & Equipment,Finland,56822,2477,50344,31210,Europe
2011,162,Renault,Consumer Durables,France,52169,4578,93106,16678,Europe
2011,163,Time Warner,Media,United States of America,26888,2578,66524,39703,NorthAmerica
2011,163,TNK-BP Holding,Oil & Gas Operations,Russia,43634,5815,33126,44235,Europe
2011,165,Mitsui & Co,Trading Companies,Japan,43832,1602,89422,31491,Asia
2011,166,Travelers Cos,Insurance,United States of America,25112,3216,105181,25380,NorthAmerica
2011,167,WellPoint,Health Care Equipment & Services,United States of America,58802,2887,50167,25527,NorthAmerica
2011,168,Canadian Imperial Bank,Banking,Canada,15332,2598,363128,33146,NorthAmerica
2011,168,Deutsche Post,Air Courier,Germany,68295,3371,50474,21660,Europe
2011,170,Merck & Co,Drugs & Biotechnology,United States of America,45987,861,105781,100909,NorthAmerica
2011,171,PTT PCL,Oil & Gas Operations,Thailand,63194,2764,40933,32087,Asia
2011,172,Oil & Natural Gas,Oil & Gas Operations,India,22618,4329,44558,53192,Asia
2011,173,EI du Pont de Nemours,Chemicals,United States of America,32733,3031,40410,48754,NorthAmerica
2011,174,BG Group,Oil & Gas Operations,United Kingdom,17358,3389,49959,79214,Europe
2011,175,Tokio Marine Holdings,Insurance,Japan,37123,1374,183903,24689,Asia
2011,176,Bank of New York Mellon,Banking,United States of America,14483,2518,247259,35955,NorthAmerica
2011,177,Jardine Matheson,Conglomerates,Hong Kong,30053,3084,48076,33685,Asia
2011,178,Sberbank,Banking,Russia,32276,805,234386,74353,Europe
2011,179,Ecopetrol,Oil & Gas Operations,Colombia,21858,4243,35817,84435,SouthAmerica
2011,180,ABB,Conglomerates,Switzerland,35012,2839,34167,52920,Europe
2011,181,McDonald's,"Hotels, Restaurants & Leisure",United States of America,24075,4946,31975,80052,NorthAmerica
2011,182,Dell,Technology Hardware & Equipment,United States of America,61494,2635,38599,29495,NorthAmerica
2011,183,Aegon,Insurance,Netherlands,42404,2361,445805,14211,Europe
2011,184,Capital One Financial,Diversified Financials,United States of America,19068,2744,197503,22671,NorthAmerica
2011,185,China Merchants Bank,Banking,China,11496,2671,302498,46708,Asia
2011,186,Saint-Gobain,Construction,France,53707,1511,58085,29336,Europe
2011,187,Posco,Diversified Metals & Mining,South Korea,31622,2761,42962,34935,Asia
2011,188,Aflac,Insurance,United States of America,20732,2344,101039,26120,NorthAmerica
2011,189,Hon Hai Precision Ind,Consumer Durables,Taiwan,61244,2366,31951,36906,Asia
2011,190,3M,Conglomerates,United States of America,26662,4085,30156,65209,NorthAmerica
2011,191,AIA Group,Insurance,Hong Kong,14641,2702,107858,35722,Asia
2011,192,Lockheed Martin,Aerospace & Defense,United States of America,45803,2926,35067,28153,NorthAmerica
2011,193,L'Oréal Group,Consumer Durables,France,26099,2998,31417,67904,Europe
2011,194,Honeywell International,Conglomerates,United States of America,33370,2022,37834,44123,NorthAmerica
2011,195,Volvo Group,Consumer Durables,Sweden,39426,1618,45471,34795,Europe
2011,196,National Grid,Oil & Gas Operations,United Kingdom,20656,2103,66066,31966,Europe
2011,196,Schneider Electric,Capital Goods,France,26212,2303,40284,43278,Europe
2011,198,Archer Daniels,"Food, Drink & Tobacco",United States of America,68577,1944,42610,23000,NorthAmerica
2011,199,Lowe's Cos,Retailing,United States of America,48816,2010,33699,36477,NorthAmerica
2011,200,Deere & Co,Capital Goods,United States of America,27289,2136,42896,36963,NorthAmerica
2011,201,Amgen,Drugs & Biotechnology,United States of America,15053,4627,43486,49914,NorthAmerica
2011,202,KDDI,Telecommunications Services,Japan,36831,2277,39802,30134,Asia
2011,203,Surgutneftegas,Oil & Gas Operations,Russia,17373,3836,43025,40489,Europe
2011,204,Imperial Tobacco Group,"Food, Drink & Tobacco",United Kingdom,23613,2366,48007,32210,Europe
2011,205,KBC Group,Banking,Belgium,23930,2490,430400,14214,Europe
2011,206,Walgreen,Retailing,United States of America,68400,2182,27044,38677,NorthAmerica
2011,207,Eli Lilly & Co,Drugs & Biotechnology,United States of America,23076,5070,31001,40356,NorthAmerica
2011,208,Altria Group,"Food, Drink & Tobacco",United States of America,16892,3905,37402,52404,NorthAmerica
2011,208,Sun Life Financial,Insurance,Canada,24798,1696,211111,17817,NorthAmerica
2011,210,Philips,Conglomerates,Netherlands,34028,1936,41478,30384,Europe
2011,211,Union Pacific,Transportation,United States of America,16965,2780,43088,46532,NorthAmerica
2011,212,DnB NOR,Diversified Financials,Norway,12441,2454,320121,24820,Europe
2011,213,Teva Pharmaceutical Inds,Drugs & Biotechnology,Israel,17054,3524,37897,46832,Asia
2011,214,China Unicom,Telecommunications Services,Hong Kong,22531,1399,60324,39753,Asia
2011,215,Ericsson,Technology Hardware & Equipment,Sweden,30283,1660,40024,39988,Europe
2011,216,Christian Dior,Consumer Durables,France,28277,1688,55268,25678,Europe
2011,216,Exelon,Utilities,United States of America,18644,2563,52240,28566,NorthAmerica
2011,218,Danone,"Food, Drink & Tobacco",France,22771,2503,35852,39696,Europe
2011,219,Standard Bank Group,Banking,South Africa,16601,1686,201989,22339,Africa
2011,220,Kansai Electric Power,Utilities,Japan,27890,1361,72744,24416,Asia
2011,221,East Japan Railway,Transportation,Japan,27539,1286,72049,26350,Asia
2011,222,ACE,Insurance,Switzerland,16006,3108,83355,20599,Europe
2011,222,Freeport Copper,Diversified Metals & Mining,United States of America,18982,4336,29386,46833,NorthAmerica
2011,224,General Dynamics,Aerospace & Defense,United States of America,32466,2624,32545,28374,NorthAmerica
2011,225,Metro AG,Food Markets,Germany,90231,1140,47045,23029,Europe
2011,225,Southern Co,Utilities,United States of America,17456,2040,55032,32370,NorthAmerica
2011,227,Centrica,Oil & Gas Operations,United Kingdom,34981,3019,29805,27363,Europe
2011,228,Japan Tobacco,"Food, Drink & Tobacco",Japan,27022,1481,40531,40498,Asia
2011,229,Hess,Oil & Gas Operations,United States of America,33862,2125,35396,27075,NorthAmerica
2011,230,Sumitomo,Trading Companies,Japan,30861,1661,76117,17922,Asia
2011,231,Bristol-Myers Squibb,Drugs & Biotechnology,United States of America,19484,3102,31076,44961,NorthAmerica
2011,231,CNP Assurances,Insurance,France,57640,1325,418515,11996,Europe
2011,233,Telstra,Telecommunications Services,Australia,20851,3263,33177,33035,Oceanic
2011,234,Shanghai Pudong Dev Bk,Banking,China,9367,2819,262193,28591,Asia
2011,235,ThyssenKrupp Group,Conglomerates,Germany,58067,1123,58870,20027,Europe
2011,236,Softbank,Telecommunications Services,Japan,29568,1035,46128,43524,Asia
2011,237,Wesfarmers,Food Markets,Australia,43265,1315,32627,36549,Oceanic
2011,238,TeliaSonera,Telecommunications Services,Sweden,15872,3166,35923,38201,Europe
2011,239,Commerzbank,Banking,Germany,33183,1914,1007140,10747,Europe
2011,240,Swiss Re Group,Insurance,Switzerland,28835,863,228403,20655,Europe
2011,241,EADS,Aerospace & Defense,Netherlands,60695,734,111188,22046,Europe
2011,242,Apache,Oil & Gas Operations,United States of America,12092,3033,43425,45479,NorthAmerica
2011,243,Indian Oil,Oil & Gas Operations,India,52052,2390,36848,16378,Asia
2011,244,Legal & General Group,Insurance,United Kingdom,60185,1284,507082,10824,Europe
2011,245,Carrefour Group,Food Markets,France,120615,580,70946,31208,Europe
2011,246,Costco Wholesale,Retailing,United States of America,82019,1398,25716,31670,NorthAmerica
2011,247,Medtronic,Health Care Equipment & Services,United States of America,15833,3274,30597,40722,NorthAmerica
2011,248,SAP,IT Software & Services,Germany,16685,2431,27794,71862,Europe
2011,248,Shinhan Financial,Diversified Financials,South Korea,17504,1120,218614,20625,Asia
2011,250,BT Group,Telecommunications Services,United Kingdom,31731,1560,40174,23371,Europe
2011,251,Erste Group Bank,Banking,Austria,15757,1359,275715,18692,Europe
2011,252,Qualcomm,Technology Hardware & Equipment,United States of America,11669,3576,31291,88121,NorthAmerica
2011,253,China Citic Bank,Banking,China,9036,2097,259877,30308,Asia
2011,254,Dominion Resources,Utilities,United States of America,15197,2808,42817,26434,NorthAmerica
2011,255,EMC,Technology Hardware & Equipment,United States of America,17015,1900,30833,55004,NorthAmerica
2011,256,SABMiller,"Food, Drink & Tobacco",United Kingdom,14195,1910,37504,51967,Europe
2011,257,Takeda Pharmaceutical,Drugs & Biotechnology,Japan,15686,3186,30144,38882,Asia
2011,258,Hartford Finl Svcs,Insurance,United States of America,22383,1680,318346,12275,NorthAmerica
2011,259,JX Holdings,Oil & Gas Operations,Japan,96860,786,66632,17903,Asia
2011,260,Bouygues,Construction,France,41801,1434,47390,16516,Europe
2011,261,Hyundai Heavy Industries,Capital Goods,South Korea,25100,1837,31277,29431,Asia
2011,262,BCE,Telecommunications Services,Canada,17548,2103,39525,26868,NorthAmerica
2011,263,Canadian Natural Res,Oil & Gas Operations,Canada,12984,1708,42942,50427,NorthAmerica
2011,264,Allstate,Insurance,United States of America,31400,928,130874,16947,NorthAmerica
2011,264,Itochu,Trading Companies,Japan,36558,1371,57454,15610,Asia
2011,266,Nissan Motor,Consumer Durables,Japan,80435,454,107889,40813,Asia
2011,267,NextEra Energy,Utilities,United States of America,15317,1956,52994,23443,NorthAmerica
2011,268,Dai-ichi Life Insurance,Insurance,Japan,53532,596,339948,17882,Asia
2011,269,Gas Natural Group,Oil & Gas Operations,Spain,26278,1608,59546,15410,Europe
2011,269,Wilmar International,"Food, Drink & Tobacco",Singapore,30378,1324,33969,26411,Asia
2011,271,Holcim,Construction,Switzerland,23183,1266,47070,23413,Europe
2011,272,Northrop Grumman,Aerospace & Defense,United States of America,34757,2053,31421,19256,NorthAmerica
2011,273,Taiwan Semiconductor,Semiconductors,Taiwan,13322,5132,23674,61318,Asia
2011,274,Barrick Gold,Diversified Metals & Mining,Canada,10924,3274,33322,50505,NorthAmerica
2011,275,Air Liquide,Chemicals,France,18056,1879,30235,36054,Europe
2011,276,Diageo,"Food, Drink & Tobacco",United Kingdom,14619,2435,28314,47319,Europe
2011,277,Carnival,"Hotels, Restaurants & Leisure",Panama,14469,1978,37490,33243,NorthAmerica
2011,278,Emerson Electric,Conglomerates,United States of America,21746,2219,22703,44802,NorthAmerica
2011,279,Chubu Electric Power,Utilities,Japan,23952,1162,54429,19848,Asia
2011,279,McKesson,Drugs & Biotechnology,United States of America,109874,1128,30396,19784,NorthAmerica
2011,281,Johnson Controls,Consumer Durables,United States of America,35434,1516,25993,27609,NorthAmerica
2011,282,BlackRock,Diversified Financials,United States of America,8612,2063,178459,25038,NorthAmerica
2011,282,FedEx,Air Courier,United States of America,38180,1313,26202,28576,NorthAmerica
2011,284,BAE Systems,Aerospace & Defense,United Kingdom,32913,1641,35806,17511,Europe
2011,285,Baoshan Iron & Steel,Diversified Metals & Mining,China,29911,1892,32067,18832,Asia
2011,286,Time Warner Cable,Media,United States of America,18868,1308,45822,23622,NorthAmerica
2011,287,China Minsheng Banking,Banking,China,9313,1773,208468,21569,Asia
2011,288,Icici Bank,Banking,India,13191,1042,108445,25640,Asia
2011,289,China Pacific Insurance,Insurance,China,14652,1078,58056,31054,Asia
2011,290,Duke Energy,Utilities,United States of America,14272,1320,59090,24496,NorthAmerica
2011,291,Telenor,Telecommunications Services,Norway,16284,2461,29372,26717,Europe
2011,292,Devon Energy,Oil & Gas Operations,United States of America,9940,4550,32927,37597,NorthAmerica
2011,293,Power Corp of Canada,Diversified Financials,Canada,33106,913,146999,13064,NorthAmerica
2011,294,SEB-Skand Enskilda Bank,Banking,Sweden,12776,1005,323986,19320,Europe
2011,295,CCCC-China Communications Construction,Construction,China,40300,1457,46708,13345,Asia
2011,296,KPN,Telecommunications Services,Netherlands,17837,2400,28061,25744,Europe
2011,296,Samsung Life Insurance,Insurance,South Korea,21786,800,117691,18945,Asia
2011,298,State Street,Diversified Financials,United States of America,9716,1556,160505,21765,NorthAmerica
2011,299,Industrial Bank China,Banking,China,8015,1946,194862,24500,Asia
2011,300,Svenska Handelsbanken,Banking,Sweden,8928,1642,320280,20310,Europe
2011,301,Brookfield Asset Mgmt,Real Estate,Canada,13623,1454,69319,19676,NorthAmerica
2011,302,Amazon.com,Retailing,United States of America,34205,1153,18797,75800,NorthAmerica
2011,303,Aetna,Health Care Equipment & Services,United States of America,34246,1767,37739,14034,NorthAmerica
2011,304,Scottish & Southern,Utilities,United Kingdom,32702,1875,27259,17919,Europe
2011,305,Linde,Chemicals,Germany,17263,1348,36072,25806,Europe
2011,306,MTN Group,Telecommunications Services,South Africa,17335,2162,23397,35009,Africa
2011,307,Peugeot,Consumer Durables,France,75048,1518,91238,8741,Europe
2011,307,Veolia Environnement,Utilities,France,46568,778,66710,14977,Europe
2011,309,EnBW-Energie Baden,Utilities,Germany,23439,1567,47238,14354,Europe
2011,310,Denso,Consumer Durables,Japan,31851,786,35468,30889,Asia
2011,311,China Railway Group,Construction,China,48849,1009,45231,14788,Asia
2011,312,Chubb,Insurance,United States of America,13319,2174,50249,17436,NorthAmerica
2011,313,Loews,Insurance,United States of America,14615,1289,76277,17363,NorthAmerica
2011,314,Directv,Media,United States of America,24102,2198,17909,36281,NorthAmerica
2011,314,Lafarge,Construction,France,21645,1107,56352,16740,Europe
2011,314,SingTel,Telecommunications Services,Singapore,12059,2793,26509,37164,Asia
2011,317,Nomura Holdings,Diversified Financials,Japan,14390,725,341628,21255,Asia
2011,318,Visa,Diversified Financials,United States of America,8343,3087,33989,60396,NorthAmerica
2011,319,Danske Bank Group,Banking,Denmark,21676,657,578268,15584,Europe
2011,320,Alstom,Conglomerates,France,26554,1645,33822,15941,Europe
2011,321,Bridgestone,Consumer Durables,Japan,35255,1219,32100,17413,Asia
2011,322,Criteria Caixa,Diversified Financials,Spain,8535,2418,68147,23350,Europe
2011,323,ACS Group,Construction,Spain,20403,1741,45691,13981,Europe
2011,324,Garanti Bank,Banking,Turkey,8547,2223,88060,20060,Asia
2011,325,Medco Health,Health Care Equipment & Services,United States of America,65968,1427,17097,24927,NorthAmerica
2011,326,EDP-Energias de Portugal,Utilities,Portugal,19011,1448,53697,13894,Europe
2011,327,Woolworths,Food Markets,Australia,43441,1698,15250,32677,Oceanic
2011,328,China State Construction,Construction,China,38057,839,42711,16473,Asia
