Year,Rank,Company,Industry,Country,Sales,Profits,Assets,Market Value,Region
2016,126,AIA Group,Insurance,Hong Kong,23652,2691,165970,72696,Asia
2016,127,CK Hutchison,Conglomerates,Hong Kong,21510,5896,133281,48218,Asia
2016,128,Zurich Insurance Group,Insurance,Switzerland,60847,1799,364199,33092,Europe
2016,129,Medtronic,Health Care Equipment & Services,United States of America,28570,2434,102706,110668,NorthAmerica
2016,130,Orange,Telecommunications Services,France,44619,2668,100914,44498,Europe
2016,131,Amgen,Drugs & Biotechnology,United States of America,21416,6939,71576,122398,NorthAmerica
2016,132,China Pacific Insurance,Insurance,China,39300,2821,139458,37105,Asia
2016,133,Mondelēz International,"Food, Drink & Tobacco",United States of America,29636,7267,62843,65695,NorthAmerica
2016,134,CNOOC,Oil & Gas Operations,China,27288,3237,102310,58022,Asia
2016,135,Allergan,Drugs & Biotechnology,United States of America,18276,3915,135841,90539,NorthAmerica
2016,136,Mitsubishi Corp,Trading Companies,Japan,59815,2687,135664,27689,Asia
2016,137,Taiwan Semiconductor,Semiconductors,Taiwan,25661,9094,50462,125605,Asia
2016,138,Honeywell International,Conglomerates,United States of America,38581,4768,49316,86922,NorthAmerica
2016,139,China Everbright Bank,Banking,China,27061,4706,487820,25667,Asia
2016,140,Iberdrola,Utilities,Spain,34841,2685,113697,44087,Europe
2016,141,Phillips 66,Oil & Gas Operations,United States of America,85174,4221,48580,46297,NorthAmerica
2016,142,América Móvil,Telecommunications Services,Mexico,56311,2208,75067,51930,NorthAmerica
2016,143,Bank of Montreal,Banking,Canada,18232,3428,496922,41789,NorthAmerica
2016,144,Lockheed Martin,Aerospace & Defense,United States of America,46132,3605,49128,69294,NorthAmerica
2016,145,Express Scripts,Health Care Equipment & Services,United States of America,101752,2476,54008,46543,NorthAmerica
2016,146,United Parcel Service,Air Courier,United States of America,58050,4844,38311,93295,NorthAmerica
2016,147,Renault,Consumer Durables,France,50264,3131,98424,29032,Europe
2016,148,Duke Energy,Utilities,United States of America,23441,2819,121156,53052,NorthAmerica
2016,149,State Bank of India,Banking,India,41771,2440,427100,23323,Asia
2016,150,Nordea Bank,Banking,Sweden,16127,4060,702903,39898,Europe
2016,151,China Communications Construction,Construction,China,62629,2468,112580,26498,Asia
2016,152,Anthem,Health Care Equipment & Services,United States of America,79240,2560,61718,38748,NorthAmerica
2016,153,Banco do Brasil,Banking,Brazil,65553,4311,354156,17022,SouthAmerica
2016,154,PNC Financial Services,Banking,United States of America,15983,4017,360985,43957,NorthAmerica
2016,155,Caterpillar,Capital Goods,United States of America,47011,2102,78497,45607,NorthAmerica
2016,156,Time Warner,Media,United States of America,28118,3824,63848,60565,NorthAmerica
2016,157,KDDI,Telecommunications Services,Japan,37337,4010,46484,81631,Asia
2016,158,AbbVie,Drugs & Biotechnology,United States of America,22859,5117,53050,99361,NorthAmerica
2016,159,McKesson,Drugs & Biotechnology,United States of America,189131,1959,55087,40746,NorthAmerica
2016,160,National Grid,Utilities,United Kingdom,24232,3333,83293,51444,Europe
2016,161,Bank of New York Mellon,Banking,United States of America,15429,3161,372870,44181,NorthAmerica
2016,162,VINCI,Construction,France,43426,2269,68648,43025,Europe
2016,163,China Railway Group,Construction,China,96001,1945,109903,25467,Asia
2016,164,Target,Retailing,United States of America,73785,3363,40262,49397,NorthAmerica
2016,165,Travelers,Insurance,United States of America,26852,3414,101956,32409,NorthAmerica
2016,166,Hewlett Packard Enterprise,Technology Hardware & Equipment,United States of America,51831,2461,77352,30023,NorthAmerica
2016,167,China Shenhua Energy,Diversified Metals & Mining,China,27251,2587,85309,43089,Asia
2016,168,Aetna,Health Care Equipment & Services,United States of America,60368,2390,53424,40248,NorthAmerica
2016,169,Qualcomm,Semiconductors,United States of America,22614,4907,50060,77324,NorthAmerica
2016,170,Delta Air Lines,Airline,United States of America,40474,4726,53342,34428,NorthAmerica
2016,171,Lloyds Banking Group,Banking,United Kingdom,46198,773,1188977,70027,Europe
2016,172,Union Pacific,Transportation,United States of America,21028,4600,55772,75382,NorthAmerica
2016,173,Chubb,Insurance,Switzerland,19180,2834,102366,55332,Europe
2016,174,Alibaba,Business Services & Supplies,China,14964,10994,56173,200718,Asia
2016,175,AstraZeneca,Drugs & Biotechnology,United Kingdom,24714,2824,60124,75019,Europe
2016,176,Schlumberger,Oil & Gas Operations,United States of America,31746,1598,69141,111135,NorthAmerica
2016,177,British American Tobacco,"Food, Drink & Tobacco",United Kingdom,20020,6554,46450,111042,Europe
2016,178,Hitachi,Consumer Durables,Japan,84039,1977,106597,23329,Asia
2016,179,SAP,IT Software & Services,Germany,23208,3562,48868,98375,Europe
2016,180,China Railway Construction,Construction,China,92566,2008,107197,21562,Asia
2016,181,People's Insurance Company,Insurance,China,63241,3120,125805,18268,Asia
2016,182,Manulife Financial,Insurance,Canada,25047,1713,481763,29277,NorthAmerica
2016,183,Valero Energy,Oil & Gas Operations,United States of America,87804,3990,44343,28807,NorthAmerica
2016,184,Philip Morris International,"Food, Drink & Tobacco",United States of America,26176,6586,34621,150346,NorthAmerica
2016,185,China Vanke,Real Estate,China,31075,2861,94138,27696,Asia
2016,186,Tokio Marine Holdings,Insurance,Japan,35673,1770,182318,26492,Asia
2016,187,Aviva,Insurance,United Kingdom,35974,1403,540856,25717,Europe
2016,188,Facebook,IT Software & Services,United States of America,17927,3670,49407,314758,NorthAmerica
2016,189,McDonald's,"Hotels, Restaurants & Leisure",United States of America,25358,4816,37939,110148,NorthAmerica
2016,190,Dalian Wanda Commercial Properties,Construction,China,19849,4738,98491,29914,Asia
2016,191,Exelon,Utilities,United States of America,28708,2269,95384,31421,NorthAmerica
2016,192,Costco Wholesale,Retailing,United States of America,117269,2309,32388,65820,NorthAmerica
2016,193,Sony,Consumer Durables,Japan,67892,1068,142206,34140,Asia
2016,194,Imperial Tobacco Group,"Food, Drink & Tobacco",United Kingdom,39054,2611,45645,49347,Europe
2016,195,UniCredit Group,Banking,Italy,25738,1805,934689,23613,Europe
2016,196,Visa,Diversified Financials,United States of America,14280,6846,54326,189782,NorthAmerica
2016,197,Brookfield Asset Management,Real Estate,Canada,20094,2330,139514,33378,NorthAmerica
2016,198,L'Oréal Group,Consumer Durables,France,28008,3657,36621,102872,Europe
2016,199,Jardine Matheson,Conglomerates,Hong Kong,37007,1797,66955,42142,Asia
2016,200,3M,Conglomerates,United States of America,30274,4833,32718,102175,NorthAmerica
2016,201,Tencent Holdings,IT Software & Services,China,16349,4584,47249,197439,Asia
2016,202,Allstate,Insurance,United States of America,35586,2171,106495,24685,NorthAmerica
2016,203,Itochu,Trading Companies,Japan,43249,2892,76767,21968,Asia
2016,204,Aflac,Insurance,United States of America,21036,2533,118296,28461,NorthAmerica
2016,205,Lowe's,Retailing,United States of America,59073,2535,31813,68250,NorthAmerica
2016,206,Twenty-First Century Fox,Media,United States of America,26514,2409,48096,59323,NorthAmerica
2016,207,BT Group,Telecommunications Services,United Kingdom,27335,3853,38091,62441,Europe
2016,208,Cigna,Health Care Equipment & Services,United States of America,37988,2094,58015,36273,NorthAmerica
2016,209,Continental,Consumer Durables,Germany,43505,3025,36707,43671,Europe
2016,210,American Airlines Group,Airline,United States of America,40990,7610,48415,22092,NorthAmerica
2016,211,BlackRock,Diversified Financials,United States of America,11299,3180,223000,60366,NorthAmerica
2016,212,NextEra Energy,Utilities,United States of America,15931,2752,82479,52806,NorthAmerica
2016,213,Southern,Utilities,United States of America,17527,2421,84674,45264,NorthAmerica
2016,214,Danaher,Conglomerates,United States of America,20909,2597,48222,66404,NorthAmerica
2016,215,SABMiller,"Food, Drink & Tobacco",United Kingdom,20752,2966,42253,98985,Europe
2016,216,Christian Dior,Consumer Durables,France,41597,1704,68096,31417,Europe
2016,217,Canadian Imperial Bank,Banking,Canada,13294,2803,340403,31238,NorthAmerica
2016,218,China Unicom,Telecommunications Services,China,42953,1251,92705,29052,Asia
2016,219,Denso,Consumer Durables,Japan,37330,2387,43759,36123,Asia
2016,220,Oil & Natural Gas,Oil & Gas Operations,India,26088,2998,57303,27794,Asia
2016,221,CRRC,Capital Goods,China,38178,1877,48000,38772,Asia
2016,222,Japan Tobacco,"Food, Drink & Tobacco",Japan,19241,4012,37892,84335,Asia
2016,223,Kroger,Food Markets,United States of America,109830,2027,34900,34245,NorthAmerica
2016,224,Dai-ichi Life Insurance,Insurance,Japan,55738,1522,416724,15608,Asia
2016,225,ABB,Conglomerates,Switzerland,35529,1921,41596,48059,Europe
2016,226,Altria Group,"Food, Drink & Tobacco",United States of America,18854,5231,32535,118430,NorthAmerica
2016,227,Time Warner Cable,Media,United States of America,23697,1825,49277,57065,NorthAmerica
2016,228,Deutsche Post,Air Courier,Germany,65681,1708,41424,35579,Europe
2016,229,KBC Group,Banking,Belgium,14882,2926,274134,23418,Europe
2016,230,Mitsui,Trading Companies,Japan,40574,1541,97637,22520,Asia
2016,231,EMC,Technology Hardware & Equipment,United States of America,24639,2006,45703,51891,NorthAmerica
2016,232,EI du Pont de Nemours,Chemicals,United States of America,27932,1953,41166,57505,NorthAmerica
2016,233,East Japan Railway,Transportation,Japan,23460,1922,63083,36201,Asia
2016,234,Marathon Petroleum,Oil & Gas Operations,United States of America,64461,2848,43115,21942,NorthAmerica
2016,235,Abbott Laboratories,Health Care Equipment & Services,United States of America,20393,2411,41247,64940,NorthAmerica
2016,236,Diageo,"Food, Drink & Tobacco",United Kingdom,16071,3783,39496,68643,Europe
2016,237,Amazon.com,Retailing,United States of America,107007,596,67705,292622,NorthAmerica
2016,238,Legal & General Group,Insurance,United Kingdom,19189,1642,578770,20971,Europe
2016,239,General Dynamics,Aerospace & Defense,United States of America,31469,2965,31997,42909,NorthAmerica
2016,240,Seven & I Holdings,Food Markets,Japan,40548,1333,48210,37586,Asia
2016,241,Teva Pharmaceutical,Drugs & Biotechnology,Israel,19628,1591,54258,58467,Asia
2016,242,Surgutneftegas,Oil & Gas Operations,Russia,19020,20165,61459,19665,Europe
2016,243,Eli Lilly,Drugs & Biotechnology,United States of America,19959,2408,35569,85962,NorthAmerica
2016,244,Fresenius,Health Care Equipment & Services,Germany,30635,1506,46896,40038,Europe
2016,245,Huaxia Bank,Banking,China,16932,3007,306762,16687,Asia
2016,246,Panasonic,Consumer Durables,Japan,63330,1646,48754,22949,Asia
2016,247,SK Holdings ,Oil & Gas Operations,South Korea,34962,4723,82413,13818,Asia
2016,248,Schneider Electric,Capital Goods,France,29542,1560,46251,39281,Europe
2016,249,EDF ,Utilities,France,83176,661,303014,25591,Europe
2016,250,John Deere,Capital Goods,United States of America,27956,1807,56036,26109,NorthAmerica
2016,251,Nippon Steel & Sumitomo Metal ,Diversified Metals & Mining,Japan,42491,1766,55502,21768,Asia
2016,252,Archer Daniels Midland,"Food, Drink & Tobacco",United States of America,67621,1849,40157,23263,NorthAmerica
2016,253,DBS Group,Banking,Singapore,9852,3239,322836,29338,Asia
2016,254,Bank of Beijing,Banking,China,13597,2759,281229,19966,Asia
2016,255,Canon,Business Services & Supplies,Japan,31390,1819,36808,40413,Asia
2016,256,Saint-Gobain,Construction,France,43939,1445,48727,25629,Europe
2016,257,United Continental Holdings,Airline,United States of America,37451,7145,40861,17090,NorthAmerica
2016,258,Volvo Group,Capital Goods,Sweden,37044,1785,45285,25882,Europe
2016,259,HCA Holdings,Health Care Equipment & Services,United States of America,39678,2129,32744,32022,NorthAmerica
2016,260,FedEx,Air Courier,United States of America,49500,1136,37819,44644,NorthAmerica
2016,261,Nike,Consumer Durables,United States of America,32007,3779,20987,100108,NorthAmerica
2016,262,Telstra,Telecommunications Services,Australia,20248,3181,30900,50828,Oceanic
2016,263,Danske Bank,Banking,Denmark,11581,1861,479327,27172,Europe
2016,264,Wesfarmers,Food Markets,Australia,47678,1844,30404,36385,Oceanic
2016,265,Orix,Diversified Financials,Japan,19962,2188,91979,19837,Asia
2016,266,ICICI Bank,Banking,India,15285,2004,132578,22020,Asia
2016,267,Thermo Fisher Scientific,Health Care Equipment & Services,United States of America,16965,1975,40889,57782,NorthAmerica
2016,268,Cardinal Health,Drugs & Biotechnology,United States of America,112422,1369,33507,28622,NorthAmerica
2016,269,Reynolds American,"Food, Drink & Tobacco",United States of America,10675,3253,53224,68310,NorthAmerica
2016,270,Hartford Financial Services,Insurance,United States of America,18356,1673,230404,18011,NorthAmerica
2016,271,Shinhan Financial Group,Diversified Financials,South Korea,14882,2178,316012,17637,Asia
2016,272,American Electric,Utilities,United States of America,16552,1794,64187,30810,NorthAmerica
2016,273,Bridgestone,Consumer Durables,Japan,31308,2348,31554,30893,Asia
2016,274,BB&T,Banking,United States of America,10583,2123,212405,29096,NorthAmerica
2016,275,HDFC Bank,Banking,India,11372,1957,97021,41505,Asia
2016,276,HP,Technology Hardware & Equipment,United States of America,87974,3780,25517,21903,NorthAmerica
2016,277,Sun Life Financial,Insurance,Canada,15092,1786,173830,20863,NorthAmerica
2016,278,Tata Motors,Consumer Durables,India,40516,2288,38926,20366,Asia
2016,279,Carrefour,Food Markets,France,87446,1087,48987,21875,Europe
2016,280,LyondellBasell Industries,Chemicals,Netherlands,32738,4468,22757,38491,Europe
2016,281,Kraft Heinz Company,"Food, Drink & Tobacco",Canada,20213,634,122973,94906,NorthAmerica
2016,282,CNP Assurances,Insurance,France,46838,1253,426814,11688,Europe
2016,283,Danone,"Food, Drink & Tobacco",France,24853,1422,35535,46476,Europe
2016,284,Central Japan Railway,Transportation,Japan,14303,2509,45415,38672,Asia
2016,285,Samsung Life Insurance,Insurance,South Korea,22429,1070,196413,19488,Asia
2016,286,Oversea-Chinese Banking,Banking,Singapore,8746,2838,275116,28583,Asia
2016,287,Gas Natural Fenosa,Oil & Gas Operations,Spain,28849,1666,52286,20590,Europe
2016,288,Tokyo Electric Power,Utilities,Japan,52592,5037,115102,8754,Asia
2016,289,Accenture,IT Software & Services,Ireland,33503,3677,18148,71551,Europe
2016,290,KIA Motors,Consumer Durables,South Korea,43754,2324,39214,17203,Asia
2016,291,Fubon Financial,Diversified Financials,Taiwan,21578,2003,181917,12623,Asia
2016,292,Heineken Holding,"Food, Drink & Tobacco",Netherlands,22745,2098,41474,23265,Europe
2016,293,Bristol-Myers Squibb,Drugs & Biotechnology,United States of America,16560,1624,31748,118221,NorthAmerica
2016,294,Mitsubishi Electric,Capital Goods,Japan,36603,1998,32822,23630,Asia
2016,295,Raytheon,Aerospace & Defense,United States of America,23247,2098,29281,37540,NorthAmerica
2016,296,MS&AD Insurance,Insurance,Japan,39397,828,160770,17635,Asia
2016,297,Hyundai Mobis,Consumer Durables,South Korea,32108,2700,32216,21257,Asia
2016,298,New China Life Insurance,Insurance,China,25164,1379,101824,16241,Asia
2016,299,Sun Hung Kai Properties,Real Estate,Hong Kong,9082,3884,78765,36781,Asia
2016,300,State Street,Diversified Financials,United States of America,10186,1990,245192,24758,NorthAmerica
2016,301,WPP,Media,United Kingdom,18693,1773,42373,30054,Europe
2016,302,Power Corp of Canada,Insurance,Canada,31494,1437,300718,11345,NorthAmerica
2016,303,Dominion Resources,Utilities,United States of America,11581,1899,58797,43169,NorthAmerica
2016,304,Ericsson,Technology Hardware & Equipment,Sweden,29014,1677,34579,27366,Europe
2016,305,Natixis,Banking,France,14420,1490,543429,17175,Europe
2016,306,Møller-Maersk,Transportation,Denmark,40286,736,64085,30656,Europe
2016,307,DNB,Banking,Norway,9528,3021,293574,21068,Europe
2016,308,BCE,Telecommunications Services,Canada,16816,2093,34550,39921,NorthAmerica
2016,309,Citic Securities,Diversified Financials,China,9137,3161,94879,31092,Asia
2016,310,Inditex,Consumer Durables,Spain,23052,3171,18781,103230,Europe
2016,311,Carnival,"Hotels, Restaurants & Leisure",United States of America,15835,1850,38446,37769,NorthAmerica
2016,312,Etisalat,Telecommunications Services,United Arab Emirates,14123,2239,34921,45223,Asia
2016,313,Air Liquide,Chemicals,France,18164,1948,31439,40464,Europe
2016,314,Synchrony Financial,Diversified Financials,United States of America,11233,2244,81656,25432,NorthAmerica
2016,315,Eaton,Capital Goods,Ireland,20855,1979,31031,28852,Europe
2016,316,Henkel,Consumer Durables,Germany,20059,2130,24713,46481,Europe
2016,317,Standard Bank Group,Banking,South Africa,15375,1888,127737,14428,Africa
2016,318,Cathay Financial,Insurance,Taiwan,14400,1811,230257,14057,Asia
2016,319,Northrop Grumman,Aerospace & Defense,United States of America,23526,1990,24454,36370,NorthAmerica
2016,320,SingTel,Telecommunications Services,Singapore,12511,2809,30928,46722,Asia
2016,321,Linde,Chemicals,Germany,19898,1274,40461,28310,Europe
2016,322,Poly Real Estate,Real Estate,China,19444,1965,63787,15158,Asia
2016,323,Greenland Holdings Group,Real Estate,China,20968,773,90545,24231,Asia
2016,324,Huaneng Power International,Utilities,China,20333,2205,46563,16291,Asia
2016,325,Discover Financial Services,Diversified Financials,United States of America,10063,2276,88093,23406,NorthAmerica
2016,326,Humana,Health Care Equipment & Services,United States of America,54289,1276,25150,26123,NorthAmerica
2016,327,Emerson Electric,Capital Goods,United States of America,21429,2534,21552,35674,NorthAmerica
2016,328,Qatar National Bank,Banking,Qatar,6592,3146,151110,32698,Asia
2016,329,PG&E,Utilities,United States of America,16833,888,65799,28233,NorthAmerica
2016,330,Fuji Heavy Industries,Consumer Durables,Japan,26728,3381,20195,27645,Asia
