Year,Country,Industry,Sales,Assets,Profits,Market Value,Sales Growth,Assets Growth,Profits Growth,Market Value Growth
2009,China,Banking,190570,4080650,38480,551180,44.93117347326794,29.436375343760602,69.44077498899163,-37.55537176974407
2009,China,Capital Goods,40390,48660,2810,44470,287.61996161228404,295.609756097561,279.72972972972974,1.2522768670309548
2009,China,Construction,70530,77060,1820,54780,96.35300668151447,109.40217391304347,111.62790697674421,-32.95802227389548
2009,China,Consumer Durables,28540,29290,1660,17060,85.68640208197789,48.83130081300813,124.32432432432434,-58.14524043179588
2009,China,Diversified Financials,19440,86560,6360,69160,176.9230769230769,206.2986553432413,297.5,-39.492563429571305
2009,China,"Food, Drink & Tobacco",5310,5790,850,30860,175.12953367875647,91.08910891089108,39.34426229508197,-31.725663716814157
2009,China,IT Software & Services,1070,1600,340,25570,197.22222222222223,175.86206896551727,142.85714285714283,124.8900615655233
2009,China,Insurance,67260,283150,9230,138940,79.98394434037999,62.040746251573765,140.99216710182768,-38.108601719452984
2009,China,Materials,112620,148410,12840,154030,54.86798679867986,64.27938897498339,37.916219119226646,-60.6735261827559
2009,China,Oil & Gas Operations,270500,252160,28000,373650,21.382095579986537,32.14547741326905,10.8910891089109,-50.12214168435385
2009,China,Retailing,7310,3150,320,7040,129.15360501567397,169.23076923076925,255.55555555555554,-47.423450336071696
2009,China,Technology Hardware & Equipment,21140,12610,670,7210,45.49208534067446,135.70093457943923,318.75,11.43740340030912
2009,China,Telecommunications Services,24460,54590,3250,27660,9.099018733273855,5.733100910323463,-6.609195402298851,-55.30780416868638
2009,China,Trading Companies,11640,4550,150,2600,18.896833503575074,63.66906474820144,114.28571428571428,-44.206008583690995
2009,China,Transportation,47510,76950,6280,62490,50.15802781289507,40.59930568244108,245.05494505494508,-66.01218318285652
2009,China,Utilities,16420,50810,1700,30440,36.039768019884,28.60035434067325,-7.103825136612018,-56.1256846353416
2010,China,Banking,264000,5117960,54960,833870,38.531773101747376,25.4202149167412,42.827442827442816,51.28814543343372
2010,China,Business Services & Supplies,440,1110,180,11150,158.82352941176472,382.60869565217394,500.0,-8.979591836734691
2010,China,Capital Goods,48010,63470,3490,100550,18.86605595444417,30.43567612001643,24.199288256227767,126.1074881942883
2010,China,Chemicals,2610,5580,610,22560,506.9767441860465,500.0,335.71428571428567,310.18181818181813
2010,China,Construction,151670,169480,3090,95960,115.0432440096413,119.93252011419675,69.78021978021978,75.17342095655349
2010,China,Consumer Durables,40180,36830,1380,52350,40.784863349684656,25.742574257425744,-16.867469879518072,206.85814771395076
2010,China,Diversified Financials,21800,91990,4790,118930,12.139917695473246,6.2731053604436315,-24.68553459119497,71.96356275303644
2010,China,"Food, Drink & Tobacco",9290,10400,1730,75280,74.95291902071564,79.62003454231434,103.52941176470587,143.94037589112122
2010,China,IT Software & Services,1700,2300,630,54450,58.87850467289719,43.75,85.29411764705883,112.94485725459525
2010,China,Insurance,70990,330280,3370,214050,5.545643770443065,16.644887868620884,-63.488624052004326,54.05930617532748
2010,China,Materials,169700,211140,12770,305680,50.68371514828627,42.26804123711341,-0.5451713395638658,98.45484645848211
2010,China,Oil & Gas Operations,367470,293900,21630,472900,35.84842883548984,16.552982233502544,-22.750000000000004,26.56229091395692
2010,China,Retailing,7310,3150,320,12420,0.0,0.0,0.0,76.42045454545455
2010,China,Technology Hardware & Equipment,21450,13720,30,19270,1.4664143803216678,8.80253766851704,-95.52238805970148,167.26768377253816
2010,China,Telecommunications Services,27420,62390,130,36690,12.101390024529834,14.288331196189773,-96.0,32.64642082429501
2010,China,Trading Companies,16610,5420,130,2760,42.697594501718214,19.12087912087912,-13.33333333333333,6.153846153846154
2010,China,Transportation,57530,85170,-390,97940,21.09029677962535,10.682261208577003,-106.21019108280254,56.72907665226437
2010,China,Utilities,24650,83470,-150,64690,50.121802679658956,64.27868529816965,-108.8235294117647,112.51642575558476
2011,China,Banking,314312,8028874,76514,1015717,19.057575757575762,56.87645077335502,39.21761280931586,21.80759590823509
2011,China,Business Services & Supplies,843,1913,223,9327,91.5909090909091,72.34234234234233,23.888888888888893,-16.349775784753362
2011,China,Capital Goods,50368,76274,3925,149406,4.9114767756717415,20.173310225303286,12.464183381088834,48.588761810044744
2011,China,Construction,212163,232161,6083,104411,39.884617920485255,36.984304932735434,96.86084142394822,8.806794497707383
2011,China,Consumer Durables,68222,63174,3808,92082,69.79094076655052,71.52864512625577,175.94202898550725,75.89684813753581
2011,China,Diversified Financials,10633,94662,4272,82428,-51.22477064220183,2.904663550385922,-10.814196242171192,-30.692003699655256
2011,China,"Food, Drink & Tobacco",17102,15915,2724,102043,84.09041980624328,53.02884615384615,57.45664739884393,35.551275239107326
2011,China,IT Software & Services,4971,8833,2076,101169,192.41176470588238,284.04347826086956,229.52380952380952,85.80165289256199
2011,China,Insurance,99499,397195,8189,208318,40.159177348922384,20.260082354365984,142.99703264094953,-2.677879000233585
2011,China,Oil & Gas Operations,509754,408896,32595,442447,38.719895501673605,39.127594419870704,50.69348127600555,-6.439627828293504
2011,China,Retailing,14778,10457,629,20890,102.16142270861832,231.96825396825398,96.5625,68.1964573268921
2011,China,Technology Hardware & Equipment,33058,26897,564,22241,54.11655011655012,96.04227405247813,1780.0,15.417747794499226
2011,China,Telecommunications Services,32488,61817,2329,47181,18.48285922684172,-0.9184164128866801,1691.5384615384614,28.59362224039248
2011,China,Trading Companies,13804,6077,39,6284,-16.893437688139677,12.121771217712185,-70.0,127.68115942028983
