Year,Rank,Company,Industry,Country,Sales,Profits,Assets,Market Value,Region
2018,33,AXA Group,Insurance,France,149895,6745,1029142,64058,Europe
2018,34,Comcast,Media,United States of America,86854,23266,190876,146792,NorthAmerica
2018,35,China Life Insurance,Insurance,China,97129,5967,474155,104055,Asia
2018,36,BP,Oil & Gas Operations,United Kingdom,251939,4319,275287,152567,Europe
2018,37,Mitsubishi UFJ Financial,Banking,Japan,51760,8944,2774219,86166,Asia
2018,38,Bank of Communications,Banking,China,59050,10729,1472867,66642,Asia
2018,39,Softbank,Telecommunications Services,Japan,82636,9177,293187,84919,Asia
2018,40,BMW Group,Consumer Durables,Germany,114435,10239,241324,72348,Europe
2018,41,Anheuser-Busch InBev,"Food, Drink & Tobacco",Belgium,56361,7908,248635,184307,Europe
2018,42,Royal Bank of Canada,Banking,Canada,40491,8837,1040286,113418,NorthAmerica
2018,43,Gazprom,Oil & Gas Operations,Russia,112226,12246,316803,57835,Europe
2018,44,Pfizer,Drugs & Biotechnology,United States of America,52673,21748,164612,207660,NorthAmerica
2018,45,Itaú Unibanco Holding,Banking,Brazil,62310,7548,437600,87033,SouthAmerica
2018,46,Nippon Telegraph & Tel,Telecommunications Services,Japan,104808,7741,191106,96119,Asia
2018,47,Sberbank,Banking,Russia,46326,13449,470933,86311,Europe
2018,48,Nestle,"Food, Drink & Tobacco",Switzerland,91227,7298,133792,237278,Europe
2018,49,Intel,Semiconductors,United States of America,64031,11091,128596,254762,NorthAmerica
2018,50,Morgan Stanley,Diversified Financials,United States of America,45587,6892,858495,97718,NorthAmerica
2018,51,Siemens,Conglomerates,Germany,94469,7140,163376,112503,Europe
2018,52,Boeing,Aerospace & Defense,United States of America,95798,9216,113549,199511,NorthAmerica
2018,53,Amazon.com,Retailing,United States of America,193194,3938,126362,777775,NorthAmerica
2018,54,TD Bank Group,Banking,Canada,35741,7918,1028093,107762,NorthAmerica
2018,55,Procter & Gamble,Consumer Durables,United States of America,66408,10074,124369,184496,NorthAmerica
2018,56,ING Group,Banking,Netherlands,56579,5533,1016136,62210,Europe
2018,57,Postal Savings Bank Of China,Banking,China,56103,7634,1466597,55330,Asia
2018,58,Honda Motor,Consumer Durables,Japan,138598,9558,181938,58905,Asia
2018,59,Sumitomo Mitsui Financial,Banking,Japan,49131,7223,1847732,58292,Asia
2018,60,Goldman Sachs Group,Diversified Financials,United States of America,43690,4863,973535,91755,NorthAmerica
2018,61,Intesa Sanpaolo,Banking,Italy,42522,8252,956871,63060,Europe
2018,62,Industrial Bank,Banking,China,47951,8756,1023094,53522,Asia
2018,63,Novartis,Drugs & Biotechnology,Switzerland,50261,8060,135526,202983,Europe
2018,64,Glencore International,Diversified Metals & Mining,Switzerland,205384,5758,135593,75479,Europe
2018,65,Banco Bradesco,Banking,Brazil,76500,4678,370504,61340,SouthAmerica
2018,66,Prudential,Insurance,United Kingdom,111476,3077,655094,67756,Europe
2018,67,Ford Motor,Consumer Durables,United States of America,159589,7751,267230,44593,NorthAmerica
2018,68,IBM,IT Software & Services,United States of America,80057,5682,125285,132316,NorthAmerica
2018,69,CVS Health,Retailing,United States of America,185944,6648,135139,65482,NorthAmerica
2018,70,Shanghai Pudong Development,Banking,China,48301,8163,974775,50739,Asia
2018,71,Commonwealth Bank,Banking,Australia,33038,7618,752374,93505,Oceanic
2018,72,Walt Disney,Media,United States of America,56826,11473,97943,152137,NorthAmerica
2018,73,Prudential Financial,Insurance,United States of America,61127,7763,829677,41950,NorthAmerica
2018,74,Rosneft,Oil & Gas Operations,Russia,94789,3909,214222,68972,Europe
2018,75,Enel,Utilities,Italy,86675,4634,193638,61566,Europe
2018,76,Citic Pacific,Diversified Metals & Mining,Hong Kong,57814,5634,962064,44397,Asia
2018,77,Facebook,IT Software & Services,United States of America,44587,17847,88945,541470,NorthAmerica
2018,78,MetLife,Insurance,United States of America,64085,4437,712584,47543,NorthAmerica
2018,79,Deutsche Telekom,Telecommunications Services,Germany,84535,3903,179078,80831,Europe
2018,80,SAIC Motor,Consumer Durables,China,136567,5410,118434,63835,Asia
2018,81,Alibaba,Retailing,China,37870,9617,114005,499404,Asia
2018,82,BASF,Chemicals,Germany,75100,7068,98947,95299,Europe
2018,83,Reliance Industries,Oil & Gas Operations,India,60757,5596,125165,93066,Asia
2018,84,China State Construction Engineering,Construction,China,162275,5131,257557,40392,Asia
2018,85,China Citic Bank,Banking,China,43648,6545,893992,46540,Asia
2018,86,Sony,Consumer Durables,Japan,77089,4428,179272,59896,Asia
2018,87,Westpac Banking Group,Banking,Australia,29353,6399,668765,76241,Oceanic
2018,88,Bank of Nova Scotia,Banking,Canada,28830,6454,752457,74979,NorthAmerica
2018,89,British American Tobacco,"Food, Drink & Tobacco",United Kingdom,26132,48336,190789,119987,Europe
2018,90,China Minsheng Banking,Banking,China,42743,7354,954040,43524,Asia
2018,91,Equinor,Oil & Gas Operations,Norway,65145,4861,115449,90211,Europe
2018,92,AIA Group,Insurance,Hong Kong,31917,6121,213210,111406,Asia
2018,93,Roche Holding,Drugs & Biotechnology,Switzerland,54151,8771,78682,189692,Europe
2018,94,Lloyds Banking Group,Banking,United Kingdom,33593,4049,1098581,65391,Europe
2018,95,Eni,Oil & Gas Operations,Italy,75483,3865,143132,70712,Europe
2018,96,Charter Communications,Media,United States of America,42074,9908,146151,64782,NorthAmerica
2018,97,Nissan Motor,Consumer Durables,Japan,106866,7379,173683,39720,Asia
2018,98,LukOil,Oil & Gas Operations,Russia,99902,7180,91973,60435,Europe
2018,99,United Technologies,Conglomerates,United States of America,61218,4463,98779,99591,NorthAmerica
2018,100,Bayer,Chemicals,Germany,44351,8422,92726,104625,Europe
2018,101,AIRBUS,Aerospace & Defense,Netherlands,74672,2977,138333,92149,Europe
2018,102,PepsiCo,"Food, Drink & Tobacco",United States of America,64038,4882,81887,138141,NorthAmerica
2018,103,Unilever,Consumer Durables,Netherlands,60587,6827,72390,155786,Europe
2018,104,ANZ,Banking,Australia,28739,5273,717290,61245,Oceanic
2018,105,Hon Hai Precision,Consumer Durables,Taiwan,154711,4560,114496,49490,Asia
2018,106,Tencent Holdings,IT Software & Services,China,35269,10606,85177,491253,Asia
2018,107,Oracle,IT Software & Services,United States of America,39471,3650,138201,191134,NorthAmerica
2018,108,BHP Billiton,Diversified Metals & Mining,Australia,41234,4712,112582,133205,Oceanic
2018,109,US Bancorp,Banking,United States of America,24063,6391,460119,84587,NorthAmerica
2018,110,Zurich Insurance Group,Insurance,Switzerland,64092,3004,401147,48025,Europe
2018,111,Rio Tinto,Diversified Metals & Mining,United Kingdom,40002,8714,95726,99306,Europe
2018,112,Mitsubishi,Trading Companies,Japan,68278,5054,150794,46356,Asia
2018,113,UniCredit Group,Banking,Italy,29007,6137,1004817,47782,Europe
2018,114,Mizuho Financial,Banking,Japan,29729,5124,1850368,46195,Asia
2018,115,EDF,Utilities,France,78540,2942,337127,42957,Europe
2018,116,BBVA-Banco Bilbao Vizcaya,Banking,Spain,29239,4277,843010,54477,Europe
2018,117,Sanofi,Drugs & Biotechnology,France,39540,4276,119871,94905,Europe
2018,118,Taiwan Semiconductor,Semiconductors,Taiwan,33064,11514,70280,203024,Asia
2018,119,American Express,Diversified Financials,United States of America,37648,3096,179956,87258,NorthAmerica
2018,120,Saudi Basic Industries,Chemicals,Saudi Arabia,41896,4979,90518,91839,Asia
2018,121,Home Depot,Retailing,United States of America,100904,8630,44529,219374,NorthAmerica
2018,122,DowDuPont,Chemicals,United States of America,80578,1661,192441,155330,NorthAmerica
2018,123,Telefónica,Telecommunications Services,Spain,59676,3400,141157,51115,Europe
2018,124,Walgreens Boots Alliance,Retailing,United States of America,124028,4134,70816,63556,NorthAmerica
2018,125,National Australia Bank,Banking,Australia,25578,4117,610632,58172,Oceanic
2018,126,Kraft Heinz Company,"Food, Drink & Tobacco",United States of America,26172,11099,120787,72224,NorthAmerica
2018,127,China Evergrande Group,Real Estate,China,46035,3569,270539,41970,Asia
2018,128,Fiat Chrysler Automobiles,Consumer Durables,United Kingdom,128830,4523,117608,34976,Europe
2018,129,Anthem,Health Care Equipment & Services,United States of America,90114,4145,73300,59219,NorthAmerica
2018,130,Chubb,Insurance,Switzerland,32613,3850,168781,63428,Europe
2018,131,China Shenhua Energy,Diversified Metals & Mining,China,36431,6709,91177,64620,Asia
2018,132,Vale,Diversified Metals & Mining,Brazil,34094,4614,94388,77407,SouthAmerica
2018,133,China Vanke,Real Estate,China,36600,4234,194585,43806,Asia
2018,134,PNC Financial Services,Banking,United States of America,18475,5488,379161,70880,NorthAmerica
2018,135,Renault,Consumer Durables,France,66289,5768,132020,30754,Europe
2018,136,Generali Group,Insurance,Italy,93132,2380,647168,30846,Europe
2018,137,AbbVie,Drugs & Biotechnology,United States of America,29612,6352,69342,165321,NorthAmerica
2018,138,China Pacific Insurance,Insurance,China,50943,2474,191097,47987,Asia
2018,139,Bank of Montreal,Banking,Canada,22229,3743,593315,50878,NorthAmerica
2018,140,Banco do Brasil,Banking,Brazil,55033,3449,412771,27832,SouthAmerica
2018,141,China Everbright Bank,Banking,China,30335,4840,661698,32213,Asia
2018,142,CK Hutchison,Conglomerates,Hong Kong,31890,4504,140746,45384,Asia
2018,143,Country Garden Holdings,Real Estate,China,33789,3890,161190,45197,Asia
2018,144,KDDI,Telecommunications Services,Japan,45492,5166,61820,65526,Asia
2018,145,Johnson & Johnson,Health Care Equipment & Services,United States of America,78662,1245,156625,341277,NorthAmerica
2018,146,Iberdrola,Utilities,Spain,37766,3289,138022,49383,Europe
2018,147,Hyundai Motor,Consumer Durables,South Korea,85908,3033,164714,31567,Asia
2018,148,Credit Agricole,Banking,France,21051,3604,1861580,43920,Europe
2018,149,Hitachi,Consumer Durables,Japan,84530,3275,95032,38516,Asia
2018,150,Christian Dior,Consumer Durables,France,49252,2527,87373,76442,Europe
2018,151,Phillips 66,Oil & Gas Operations,United States of America,92686,5090,52132,54857,NorthAmerica
2018,152,ArcelorMittal,Diversified Metals & Mining,Luxembourg,68587,4567,85297,36820,Europe
2018,153,United Parcel Service,Air Courier,United States of America,67705,5097,44464,99698,NorthAmerica
2018,154,Medtronic,Health Care Equipment & Services,Ireland,29725,2807,95800,115965,Europe
2018,155,FedEx,Air Courier,United States of America,63864,4459,51851,67044,NorthAmerica
2018,156,PTT PCL,Oil & Gas Operations,Thailand,58813,3935,68497,50893,Asia
2018,157,VINCI,Construction,France,46105,3098,83819,56769,Europe
2018,158,CNOOC,Oil & Gas Operations,Hong Kong,27583,3630,94782,78832,Asia
2018,159,Capital One Financial,Media,United States of America,30636,2491,362857,45058,NorthAmerica
2018,160,Time Warner,Diversified Financials,United States of America,31532,5453,68997,73389,NorthAmerica
2018,161,Société Générale,Banking,France,27831,2639,1531174,38341,Europe
2018,162,Bank of New York Mellon,Banking,United States of America,17279,4302,373597,57791,NorthAmerica
2018,163,UBS,Banking,Switzerland,40340,1453,960083,61802,Europe
2018,164,Visa,Diversified Financials,United States of America,19355,9002,69042,295124,NorthAmerica
2018,165,Brookfield Asset Management,Real Estate,Canada,47594,2339,195936,38914,NorthAmerica
2018,166,Caterpillar,Capital Goods,United States of America,48499,2227,78014,92592,NorthAmerica
2018,167,Aetna,Health Care Equipment & Services,United States of America,60612,3494,59197,57135,NorthAmerica
2018,168,Royal Bank of Scotland,Banking,United Kingdom,21481,2494,1035980,47935,Europe
2018,169,China Communications Construction,Construction,China,71159,3045,135580,28797,Asia
2018,170,McKesson,Drugs & Biotechnology,United States of America,205442,4798,64213,30788,NorthAmerica
2018,171,Aviva,Insurance,United Kingdom,63718,1928,580591,29521,Europe
2018,172,Express Scripts,Health Care Equipment & Services,United States of America,100234,4594,53406,40893,NorthAmerica
2018,173,Valero Energy,Oil & Gas Operations,United States of America,98647,4229,49376,49397,NorthAmerica
2018,174,China Telecom,Telecommunications Services,China,54198,2737,101535,38560,Asia
2018,175,Union Pacific,Transportation,United States of America,21583,10950,57789,109652,NorthAmerica
2018,176,Duke Energy,Utilities,United States of America,23971,2963,138541,56242,NorthAmerica
2018,177,Jardine Matheson,Conglomerates,Hong Kong,39456,3785,82814,44229,Asia
2018,178,Enbridge,Oil & Gas Operations,Canada,33584,2203,129369,57192,NorthAmerica
2018,179,Exelon,Utilities,United States of America,34475,3360,117018,39233,NorthAmerica
2018,180,ENGIE,Utilities,France,73348,1605,180519,41764,Europe
2018,181,SAP,IT Software & Services,Germany,27389,4913,51030,138862,Europe
2018,182,NextEra Energy,Utilities,United States of America,16372,8223,94284,75779,NorthAmerica
2018,183,Mitsui,Trading Companies,Japan,44140,3776,106316,30342,Asia
2018,184,Manulife,Insurance,Canada,40086,1656,549670,38499,NorthAmerica
2018,185,Allstate,Insurance,United States of America,38003,3469,113289,33877,NorthAmerica
2018,186,BlackRock,Diversified Financials,United States of America,13375,5197,216017,86561,NorthAmerica
2018,187,Legal & General Group,Insurance,United Kingdom,52145,2435,676610,22572,Europe
2018,188,China Railway Group,Construction,China,105996,2503,132598,25334,Asia
2018,189,Costco Wholesale,Retailing,United States of America,135964,2960,38703,85903,NorthAmerica
2018,190,Tokio Marine Holdings,Insurance,Japan,47641,1829,206911,35929,Asia
2018,191,Merck & Co.,Drugs & Biotechnology,United States of America,40764,1580,86041,160584,NorthAmerica
2018,192,Orange,Telecommunications Services,France,46354,1816,115707,48252,Europe
2018,193,Philip Morris International,"Food, Drink & Tobacco",United States of America,29570,5985,43070,126223,NorthAmerica
2018,194,Dai-ichi Life Insurance,Insurance,Japan,57629,2203,481971,22835,Asia
2018,195,Aflac,Insurance,United States of America,21812,4729,147356,35016,NorthAmerica
2018,196,Canadian Imperial Bank,Banking,Canada,16649,3577,478402,40002,NorthAmerica
2018,197,Gilead Sciences,Drugs & Biotechnology,United States of America,24783,3464,65381,86025,NorthAmerica
2018,198,Twenty-First Century Fox,Media,United States of America,29207,4020,53978,70286,NorthAmerica
2018,199,Nordea Bank,Banking,Sweden,15196,3508,713544,43020,Europe
2018,200,Broadcom,Semiconductors,United States of America,18824,7787,54544,99969,NorthAmerica
2018,201,SK Hynix,Semiconductors,South Korea,29288,10679,46088,56845,Asia
2018,202,HDFC Bank,Banking,India,15721,2871,169144,77596,Asia
2018,203,Suncor Energy,Oil & Gas Operations,Canada,25743,3035,70799,65072,NorthAmerica
2018,204,Continental,Consumer Durables,Germany,51445,3474,47774,53200,Europe
2018,205,Deutsche Post,Air Courier,Germany,68177,3060,46697,50750,Europe
2018,206,Itochu,Trading Companies,Japan,49715,3612,81466,28757,Asia
2018,207,L'Oréal Group,Consumer Durables,France,29353,4295,42435,134220,Europe
2018,208,Lockheed Martin,Aerospace & Defense,United States of America,51626,2396,46634,92523,NorthAmerica
2018,209,Coca-Cola,"Food, Drink & Tobacco",United States of America,33682,1434,93282,179317,NorthAmerica
2018,210,Honeywell International,Conglomerates,United States of America,41434,1767,60948,110068,NorthAmerica
2018,211,Lowe's,Retailing,United States of America,68619,3436,35291,72213,NorthAmerica
2018,212,Mondelēz International,"Food, Drink & Tobacco",United States of America,26247,3190,64503,57867,NorthAmerica
2018,213,AstraZeneca,Drugs & Biotechnology,United Kingdom,22440,2976,63354,90618,Europe
2018,214,3M,Conglomerates,United States of America,32250,4137,38575,121802,NorthAmerica
2018,215,Amgen,Drugs & Biotechnology,United States of America,22965,2219,71164,115811,NorthAmerica
2018,216,Marathon Petroleum,Oil & Gas Operations,United States of America,71577,3436,50364,35717,NorthAmerica
2018,217,Altria Group,"Food, Drink & Tobacco",United States of America,19575,10701,43899,104455,NorthAmerica
2018,218,China Railway Construction,Construction,China,103203,2506,131134,20318,Asia
2018,219,KB Financial Group,Banking,South Korea,29004,3069,409235,21718,Asia
2018,220,Cigna,Health Care Equipment & Services,United States of America,42636,2554,63141,42263,NorthAmerica
2018,221,Micron Technology,Semiconductors,United States of America,25858,10002,41263,60099,NorthAmerica
2018,222,Denso,Consumer Durables,Japan,46090,2892,54202,40571,Asia
2018,223,JXTG Holdings,Oil & Gas Operations,Japan,92943,3266,79526,22027,Asia
2018,224,Danske Bank,Banking,Denmark,18349,3007,583832,29058,Europe
2018,225,Delta Air Lines,Airline,United States of America,42057,3521,54078,37108,NorthAmerica
2018,226,GlaxoSmithKline,Drugs & Biotechnology,United Kingdom,39786,1372,78780,98558,Europe
2018,227,People's Insurance,Insurance,China,69954,2378,147374,20213,Asia
2018,228,DBS Group,Banking,Singapore,11810,3418,404108,56580,Asia
2018,229,Posco,Diversified Metals & Mining,South Korea,55300,2618,75638,26782,Asia
2018,230,E.ON,Utilities,Germany,43022,4881,67926,24173,Europe
2018,231,Panasonic,Consumer Durables,Japan,72020,2130,59155,34929,Asia
2018,232,Fresenius,Health Care Equipment & Services,Germany,39318,2100,65801,44086,Europe
2018,233,Repsol,Oil & Gas Operations,Spain,49739,2274,71567,30198,Europe
2018,234,Travelers,Insurance,United States of America,29258,2092,103676,35472,NorthAmerica
2018,235,East Japan Railway,Transportation,Japan,26618,2607,76612,37892,Asia
2018,236,Baoshan Iron & Steel,Diversified Metals & Mining,China,40743,3079,56219,31673,Asia
2018,237,Qatar National Bank,Banking,Qatar,13818,3665,228908,36355,Asia
2018,238,Volvo Group,Capital Goods,Sweden,41538,2626,53051,37090,Europe
2018,239,Danone,"Food, Drink & Tobacco",France,27834,2767,53157,48893,Europe
2018,240,Thermo Fisher Scientific,Health Care Equipment & Services,United States of America,22006,2253,56580,87123,NorthAmerica
2018,241,McDonald's,"Hotels, Restaurants & Leisure",United States of America,22283,5353,33723,129860,NorthAmerica
2018,242,Target,Retailing,United States of America,71879,2934,38999,37649,NorthAmerica
2018,243,Petrobras,Oil & Gas Operations,Brazil,90047,642,247970,92612,SouthAmerica
2018,244,KBC Group,Banking,Belgium,13791,2846,351044,36003,Europe
2018,245,Midea Group,Consumer Durables,China,37837,2744,40143,55671,Asia
2018,246,Shire,Drugs & Biotechnology,Ireland,15348,4434,67869,50304,Europe
2018,247,HP,Technology Hardware & Equipment,United States of America,54173,3853,35245,37276,NorthAmerica
2018,248,EXOR,Diversified Financials,Netherlands,161780,1570,196661,18291,Europe
2018,249,National Grid,Utilities,United Kingdom,18388,3352,77286,38489,Europe
2018,250,Central Japan Railway,Transportation,Japan,16440,3569,83768,38700,Asia
2018,251,General Dynamics,Aerospace & Defense,United States of America,31067,2948,37219,60571,NorthAmerica
2018,252,Canon,Business Services & Supplies,Japan,36704,2201,46812,46356,Asia
2018,253,Sumitomo,Trading Companies,Japan,43555,2784,73067,21991,Asia
2018,254,Orix,Diversified Financials,Japan,25830,2825,107438,23102,Asia
2018,255,BB&T,Banking,United States of America,12281,2761,220729,42933,NorthAmerica
2018,256,Schneider Electric,Capital Goods,France,27908,2425,47851,48385,Europe
2018,257,Air Liquide,Chemicals,France,22953,2519,49266,55116,Europe
2018,258,Japan Tobacco,"Food, Drink & Tobacco",Japan,19386,3527,46451,55045,Asia
2018,259,Peugeot,Consumer Durables,France,73553,2176,69793,21430,Europe
2018,260,Cathay Financial,Insurance,Taiwan,23562,1851,296908,23050,Asia
2018,261,Anglo American,Diversified Metals & Mining,United Kingdom,26200,3159,54561,32007,Europe
2018,262,Bank of Beijing,Banking,China,15887,2878,380335,22964,Asia
2018,263,Seven & I Holdings,Food Markets,Japan,54197,1626,51497,38867,Asia
2018,264,ABB,Conglomerates,Switzerland,35037,2057,43570,51263,Europe
2018,265,Sun Life Financial,Insurance,Canada,21759,1840,205995,25872,NorthAmerica
2018,266,Oil & Natural Gas,Oil & Gas Operations,India,18730,3057,65546,35720,Asia
2018,267,Danaher,Conglomerates,United States of America,18819,2553,47145,71122,NorthAmerica
2018,268,Sun Hung Kai Properties,Real Estate,Hong Kong,11289,6949,86955,46870,Asia
2018,269,Poly Real Estate,Real Estate,China,20460,2359,120983,25647,Asia
2018,270,Indian Oil,Oil & Gas Operations,India,52916,2960,46624,24448,Asia
2018,271,Deere & Company,Capital Goods,United States of America,30537,1419,66578,47700,NorthAmerica
2018,272,Diageo,"Food, Drink & Tobacco",United Kingdom,15659,4129,40720,89382,Europe
2018,273,Charles Schwab,Diversified Financials,United States of America,9380,2573,248320,80222,NorthAmerica
2018,274,Shinhan Financial Group,Diversified Financials,South Korea,17603,2490,406602,21152,Asia
2018,275,HCA Holdings,Health Care Equipment & Services,United States of America,44414,2701,37299,35552,NorthAmerica
2018,276,Tesco,Food Markets,United Kingdom,75377,1298,61813,32657,Europe
2018,277,Aegon,Insurance,Netherlands,35249,2550,452368,14114,Europe
2018,278,CRRC,Capital Goods,China,31313,1640,59187,41010,Asia
2018,279,Munich Re,Insurance,Germany,63438,756,323475,34778,Europe
2018,280,Royal Ahold Delhaize N.V.,Food Markets,Netherlands,72399,2183,42239,28776,Europe
2018,281,SK Holdings,Oil & Gas Operations,South Korea,82526,1484,102543,20034,Asia
2018,282,BT Group,Telecommunications Services,United Kingdom,30788,2176,61052,29179,Europe
2018,283,Reckitt Benckiser Group,Consumer Durables,United Kingdom,14825,4037,50069,54961,Europe
2018,284,Oversea-Chinese Banking,Banking,Singapore,10078,3159,351232,41166,Asia
2018,285,Safran,Aerospace & Defense,France,19107,4473,38722,48602,Europe
2018,286,Southern Company,Utilities,United States of America,23779,1152,111567,45453,NorthAmerica
2018,287,CNP Assurances,Insurance,France,45817,1394,491494,17120,Europe
2018,288,Accenture,IT Software & Services,Ireland,39120,3589,23133,101016,Europe
2018,289,Huaxia Bank,Banking,China,18673,2998,404355,17206,Asia
2018,290,Inditex,Consumer Durables,Spain,28907,3842,25203,99483,Europe
2018,291,LyondellBasell Industries,Chemicals,United Kingdom,35837,5308,26896,44135,Europe
2018,292,State Street,Diversified Financials,United States of America,11790,2335,250286,37275,NorthAmerica
2018,293,Henkel,Consumer Durables,Germany,23139,2881,36203,54101,Europe
2018,294,Gree Electric Appliances,Consumer Durables,China,23906,3617,34707,45110,Asia
2018,295,Korea Electric Power,Utilities,South Korea,52910,1149,169809,21462,Asia
2018,296,Johnson Controls International,Business Services & Supplies,Ireland,30729,2098,49952,33621,Europe
2018,297,Saint-Gobain,Construction,France,46031,1766,51535,29765,Europe
2018,298,Mitsubishi Electric,Capital Goods,Japan,39981,2453,40099,32360,Asia
2018,299,CaixaBank,Banking,Spain,11657,2320,472790,30709,Europe
2018,300,Baidu,IT Software & Services,China,13413,3517,42829,94126,Asia
2018,301,Ecopetrol,Oil & Gas Operations,Colombia,19351,2844,42451,45702,SouthAmerica
2018,302,Dominion Resources,Utilities,United States of America,12662,3007,77354,42220,NorthAmerica
2018,303,Fubon Financial,Diversified Financials,Taiwan,26589,1779,232059,17813,Asia
2018,304,Nippon Steel & Sumitomo Metal,Diversified Metals & Mining,Japan,51146,1760,71391,19940,Asia
2018,305,Northrop Grumman,Aerospace & Defense,United States of America,26271,2114,34795,56727,NorthAmerica
2018,306,Humana,Health Care Equipment & Services,United States of America,54284,1824,33453,39201,NorthAmerica
2018,307,Nomura,Diversified Financials,Japan,17795,1979,381677,18966,Asia
2018,308,Merck,Drugs & Biotechnology,Germany,17288,2933,43304,43268,Europe
2018,309,Standard Chartered,Banking,United Kingdom,20958,893,663501,34411,Europe
2018,310,Carnival,"Hotels, Restaurants & Leisure",United States of America,17951,2645,41441,47412,NorthAmerica
2018,311,United Overseas Bank,Banking,Singapore,9385,2625,277933,36900,Asia
2018,312,China Resources Land,Real Estate,Hong Kong,15481,2954,73499,25650,Asia
2018,313,Bridgestone,Consumer Durables,Japan,32945,2639,35312,30715,Asia
2018,314,Raytheon,Aerospace & Defense,United States of America,25615,2151,30497,61423,NorthAmerica
2018,315,RWE Group,Utilities,Germany,47863,2143,89599,14744,Europe
2018,316,Hewlett Packard Enterprise,Technology Hardware & Equipment,United States of America,31158,1513,61619,27445,NorthAmerica
2018,317,Progressive,Insurance,United States of America,27986,1886,41331,36358,NorthAmerica
2018,318,NN Group,Insurance,Netherlands,19870,2321,271599,15289,Europe
2018,319,Japan Post Holdings,Insurance,Japan,116584,442,2586797,54550,Asia
2018,320,ICICI Bank,Banking,India,18455,1196,172378,29721,Asia
2018,321,Canadian Natural Resources,Oil & Gas Operations,Canada,14401,2131,56788,44141,NorthAmerica
2018,322,HDFC,Diversified Financials,India,10684,2519,86275,47860,Asia
2018,323,China Huarong Asset Management,Banking,China,18155,3241,287202,13687,Asia
2018,324,Archer Daniels Midland,"Food, Drink & Tobacco",United States of America,61370,1649,41100,24593,NorthAmerica
2018,325,American Airlines Group,Airline,United States of America,42984,1871,53280,19943,NorthAmerica
2018,326,Kroger,Food Markets,United States of America,122662,1890,37806,20985,NorthAmerica
2018,327,Gas Natural Fenosa,Oil & Gas Operations,Spain,27184,1613,57729,26060,Europe
2018,328,CRH,Construction,Ireland,28450,2160,37985,30874,Europe
2018,329,América Móvil,Telecommunications Services,Mexico,54602,624,78732,57779,NorthAmerica
2018,330,Eli Lilly,Drugs & Biotechnology,United States of America,23343,1124,44356,89494,NorthAmerica
2018,331,Sompo,Insurance,Japan,32232,1729,111380,16434,Asia
2018,332,DNB,Banking,Norway,9027,2709,340472,31661,Europe
