Year,Sales Growth
2010-01-01,-8.160198693749397
2011-01-01,14.902183324674741
2012-01-01,6.3547972834263335
2013-01-01,-5.608327106163211
2014-01-01,-1.7156363489018727
2015-01-01,-0.24818258259416215
2016-01-01,-4.890130623074896
2017-01-01,2.587188444141968
2018-01-01,9.437907533391739
2019-01-01,63.38085983752243
2020-01-01,-72.09235769065228
2021-01-01,-5.7192095687120625
2022-01-01,18.94688909422507
