Year,Country,Industry,Sales,Assets,Profits,Market Value,Sales Growth,Assets Growth,Profits Growth,Market Value Growth
2017,Japan,Real Estate,41307,152535,3264,62107,13.96606428472893,8.602165849074073,28.150765606595996,-16.535189689696416
2017,Japan,Retailing,37792,65544,1412,39292,11.774274644346505,8.396315345560378,14.796747967479673,5.445079569546207
2017,Japan,Semiconductors,12253,14652,1366,34493,6.770651795050542,8.037162660374575,-7.51523358158429,58.49377383632772
2017,Japan,Technology Hardware & Equipment,48566,35660,1753,25290,4.9145622259186394,-0.24895801281155094,166.0091047040971,15.876288659793826
2017,Japan,Telecommunications Services,230264,445769,20822,239186,11.607437135268238,12.092385837859588,50.44797687861271,-1.6941489798937948
2017,Japan,Trading Companies,326995,485981,4096,124421,2.372447302429115,-2.6657800761479833,-54.387527839643646,16.690269636576783
2017,Japan,Transportation,145917,255616,4955,124061,-0.8311811879842312,-0.3042169144604423,-34.37955237716859,-9.15208810843665
2017,Japan,Utilities,161889,345197,6424,49002,0.8874209329137184,-3.20692923277085,-22.03883495145631,-2.9355835512241524
2018,Japan,Airline,30272,41530,2520,25635,8.106563816870228,24.636115362684198,18.811881188118807,21.868314713572623
2018,Japan,Banking,192096,10340253,31476,311247,15.15649259949765,7.753037331658241,-0.009530162965787348,8.902254692026702
2018,Japan,Business Services & Supplies,115456,218807,4598,134800,3.7881375739378997,12.226559094009826,-14.946355900850905,12.073695937744233
2018,Japan,Capital Goods,186481,243266,11678,239186,15.223395512935367,19.260316012922907,43.80002462750894,25.780785755228464
2018,Japan,Chemicals,136581,182705,10546,138251,8.317670290975698,16.99484519578651,52.31080300404392,17.44452750688097
2018,Japan,Construction,208259,229757,12811,160153,0.5164366834146561,12.950991332903982,17.726520860136,18.8987134086134
2018,Japan,Consumer Durables,1327790,1801554,78665,1063581,5.319224036252046,13.635039037811602,60.67525889009171,18.149017499386243
2018,Japan,Diversified Financials,57156,1250323,7042,71853,8.414264036418807,8.485636741620993,11.95548489666136,4.239021630325968
2018,Japan,Diversified Metals & Mining,158934,185821,5127,55628,17.43226368949542,23.20304989225923,499.6491228070176,18.407833120476802
2018,Japan,Drugs & Biotechnology,128708,157820,7238,174829,-9.155202958801233,4.033592395567598,-1.9374068554396384,7.614228820810176
2018,Japan,Food Markets,140954,156321,2141,68123,8.93732127676019,24.689713483504573,125.13144058885386,37.89801825873971
2018,Japan,"Food, Drink & Tobacco",108321,148572,9436,154760,8.18468729400954,29.29197994987469,30.602076124567468,7.478939655950723
2018,Japan,Health Care Equipment & Services,7847,12663,1178,38136,13.428736629083549,10.86499737348976,59.83717774762552,46.63744376514016
2018,Japan,"Hotels, Restaurants & Leisure",4324,8609,733,34183,-0.3457017746024471,21.85421089879689,4.864091559370531,74.08331635771033
2018,Japan,IT Software & Services,6516,11488,1251,24658,70.04175365344467,117.864593210696,166.17021276595744,174.37409591632357
2018,Japan,Insurance,317549,3725565,7683,160336,-0.10255603617774778,4.992488186965938,-36.16119651017865,8.117439210238842
2018,Japan,Materials,22756,31617,528,9155,3.455173667939615,12.833232218693125,-823.2876712328767,42.18046280478336
2018,Japan,Media,55204,89569,3134,90329,21.621502533597713,41.062429129393976,87.77711204313961,164.50658857979502
2018,Japan,Oil & Gas Operations,203263,210637,7314,77886,20.26755971575478,21.865381500080993,576.595744680851,29.04861318222487
2018,Japan,Real Estate,41908,179893,3680,75145,1.4549592078824336,17.935555774084634,12.745098039215685,20.992802743652096
2018,Japan,Retailing,47801,96916,2065,46347,26.48444115156647,47.864030269742464,46.246458923512755,17.95530896874682
2018,Japan,Semiconductors,17328,20920,2671,49621,41.418428140047325,42.77914277914279,95.53440702781846,43.858174122285675
2018,Japan,Technology Hardware & Equipment,44074,38553,2043,25342,-9.24926903595108,8.112731351654512,16.543069024529377,0.20561486753658542
2018,Japan,Telecommunications Services,232936,546113,22084,246564,1.1604071847965747,22.510313637781,6.060897128037657,3.0846286990041216
2018,Japan,Trading Companies,348677,538935,18784,159343,6.630682426336798,10.896310761120297,358.59375,28.067609165655316
2018,Japan,Transportation,150932,312984,8691,143658,3.43688535263198,22.443039559339017,75.39858728557014,15.796261516512033
2018,Japan,Utilities,169390,392873,7073,56427,4.633421665462145,13.811244014287505,10.102739726027398,15.152442757438479
2019,Japan,Banking,200971,10357645,30237,240935,4.620085790438111,0.16819704508197475,-3.936332443766677,-22.590418542186754
2019,Japan,Business Services & Supplies,178437,525594,10625,166903,54.54978519955653,140.20895126755542,131.0787298825576,23.8152818991098
2019,Japan,Capital Goods,210444,255681,13354,240140,12.850102691427011,5.103466986755234,14.351772563795162,0.398852775664138
2019,Japan,Chemicals,162357,217650,12662,126553,18.872317525863778,19.126460687994307,20.064479423478087,-8.461421617203492
2019,Japan,Conglomerates,100088,106593,1926,35809,941.4984391259105,1298.8582677165355,702.5,1443.4913793103447
2019,Japan,Construction,216635,355705,13507,148421,4.021915019278888,54.81791632028621,5.432831160721263,-7.325494995410642
2019,Japan,Consumer Durables,1140557,1555523,70812,737184,-14.101100324599525,-13.656598692018118,-9.982838619462274,-30.688494811396595
2019,Japan,Diversified Financials,27466,1198215,1021,34838,-51.945552522919726,-4.167563101694527,-85.50127804600966,-51.51489847327182
2019,Japan,Drugs & Biotechnology,128532,164989,6954,179637,-0.13674363675917345,4.542516791281215,-3.9237358386294607,2.7501158274656934
2019,Japan,Food Markets,138572,142337,2051,45525,-1.6899130212693514,-8.945695076157389,-4.20364315740308,-33.17235001394536
2019,Japan,"Food, Drink & Tobacco",90116,134894,7981,113784,-16.80652874327231,-9.206310744958667,-15.419669351420096,-26.47712587231843
2019,Japan,Health Care Equipment & Services,5303,10298,824,21092,-32.420033133681656,-18.676458974966437,-30.050933786078094,-44.69267883364799
2019,Japan,IT Software & Services,6797,11258,1425,23380,4.312461632903619,-2.0020891364902482,13.90887290167866,-5.1829021007380955
2019,Japan,Insurance,317635,3798400,14241,136250,0.02708243452191894,1.9550054823899154,85.35728231159703,-15.022203372916875
2019,Japan,Materials,187218,226504,6762,66483,722.7192828265073,616.3994053831799,1180.6818181818182,626.1933369743309
2019,Japan,Media,26837,49355,2008,53853,-51.38576914716325,-44.89723006843885,-35.92852584556477,-40.38127290239015
2019,Japan,Oil & Gas Operations,204493,209677,6024,60144,0.6051273473283381,-0.455760383978121,-17.637407711238716,-22.77944688390725
2019,Japan,Retailing,59923,56218,2598,88399,25.359302106650496,-41.99306616038632,25.811138014527835,90.73294927395517
2019,Japan,Semiconductors,18765,19498,2822,35188,8.292936288088647,-6.797323135755262,5.65331336578061,-29.086475484170006
2019,Japan,Technology Hardware & Equipment,138928,164417,9048,224357,215.21531968961293,326.47005421108605,342.87812041116,785.3168652829295
2019,Japan,Telecommunications Services,239420,597150,27925,245075,2.7835972112511653,9.34550175513127,26.44901285998913,-0.6039000016222928
2019,Japan,Trading Companies,508951,575231,20013,146148,45.96632413379717,6.734763932570709,6.542802385008528,-8.28087835675242
2019,Japan,Transportation,192360,359144,11278,169939,27.44812233323617,14.74835774352683,29.766425037395017,18.294143034150558
2019,Japan,Utilities,171052,364817,4361,51570,0.981167719463949,-7.1412390263520305,-38.3429944860738,-8.60758147695252
2020,Japan,Banking,208107,10663630,23433,185258,3.550761055077589,2.9541947035257587,-22.502232364321863,-23.10872226949178
2020,Japan,Business Services & Supplies,169530,526018,9727,145663,-4.991677734998912,0.08067063170431599,-8.451764705882347,-12.725954596382326
2020,Japan,Capital Goods,207682,272462,11643,214367,-1.3124631731006864,6.563256557976538,-12.81264040736858,-10.732489381194299
2020,Japan,Chemicals,154696,224005,8909,118972,-4.718613918710002,2.9198254077647645,-29.63986731953878,-5.9903755738702325
2020,Japan,Conglomerates,97948,113502,1980,31853,-2.1381184557589306,6.481663899130341,2.8037383177569986,-11.047502024630685
2020,Japan,Construction,232995,400352,14373,133805,7.551872966048889,12.551693116486984,6.411490338343073,-9.847663066547184
2020,Japan,Consumer Durables,1115754,1616666,53717,666021,-2.1746392332868902,3.930703692584414,-24.141388465231884,-9.65335655684334
2020,Japan,Diversified Financials,30346,1415384,3704,34271,10.485691400276709,18.124376676973665,262.78158667972576,-1.6275331534531312
2020,Japan,Drugs & Biotechnology,150166,244941,7388,214508,16.831606136993127,48.45898817496923,6.241012366983023,19.41192516018415
2020,Japan,Food Markets,139883,158156,2248,46426,0.9460785728718557,11.113765219162964,9.605070697220874,1.979132344865464
2020,Japan,"Food, Drink & Tobacco",90569,139040,6443,97996,0.5026854276710013,3.073524396933891,-19.27076807417617,-13.875413063348097
2020,Japan,Health Care Equipment & Services,9678,16263,1378,64329,82.50047143126534,57.92386871237134,67.23300970873787,204.9924141854732
2020,Japan,IT Software & Services,15350,15705,2106,37364,125.8349271737531,39.50079943151537,47.789473684210535,59.81180496150556
2020,Japan,Insurance,325520,3948391,13552,113965,2.4824090544178112,3.9487942291491107,-4.83814338880697,-16.355963302752297
2020,Japan,Materials,165453,210882,5081,37211,-11.625484729032465,-6.8970084413520265,-24.859509020999702,-44.02930072349322
2020,Japan,Media,27272,51946,210,51971,1.6208965234564277,5.249721406139196,-89.5418326693227,-3.4946985311867462
2020,Japan,Oil & Gas Operations,214984,223946,4848,46563,5.130248957177019,6.805228995073365,-19.521912350597614,-22.58080606544294
2020,Japan,Retailing,61475,61861,3304,92101,2.5899904877926705,10.037710341883388,27.174749807544263,4.1878301790744255
2020,Japan,Semiconductors,19773,30495,2336,52423,5.371702637889686,56.400656477587454,-17.221828490432323,48.97976582925998
2020,Japan,Technology Hardware & Equipment,129124,166883,9921,252150,-7.05689277899344,1.4998449065485975,9.64854111405835,12.387846155903315
2020,Japan,Telecommunications Services,244767,660184,16698,239658,2.2333138417843124,10.555806748723096,-40.204118173679504,-2.2103437723145936
2020,Japan,Trading Companies,541564,605334,19497,122001,6.407886024391352,5.233201965818957,-2.5783240893419324,-16.522292470646192
2020,Japan,Transportation,190145,374098,9967,135722,-1.1514867955915942,4.163789454926148,-11.624401489625825,-20.13487192463178
2020,Japan,Utilities,177618,371350,10069,42056,3.8385987886724537,1.790760847219297,130.887411144233,-18.44871049059531
2021,Japan,Banking,186876,12461866,21701,234022,-10.20196341305194,16.863263260259398,-7.391285793539026,26.322210106985942
2021,Japan,Business Services & Supplies,166532,584486,5616,198868,-1.768418568984842,11.115208985243852,-42.263801788835195,36.52609104577002
2021,Japan,Capital Goods,196902,283845,7686,340873,-5.190627979314533,4.177830302941321,-33.986086060293744,59.013747451799944
2021,Japan,Chemicals,141859,242898,4211,185619,-8.298210684180585,8.434186736903193,-52.73319115501178,56.019063309013895
2021,Japan,Conglomerates,93103,125750,3187,50002,-4.946502225670768,10.790999277545765,60.95959595959597,56.97736476940947
2021,Japan,Construction,252104,457525,15768,178999,8.201463550719978,14.280682998960925,9.70569818409517,33.77601733866447
2021,Japan,Consumer Durables,985488,1777036,30118,915123,-11.675154200657134,9.919797905071292,-43.93208853807919,37.40152337538907
2021,Japan,Diversified Financials,27571,1422317,4304,46161,-9.144533052132076,0.48983173470944497,16.1987041036717,34.69405619911878
2021,Japan,Drugs & Biotechnology,150964,255163,8376,211061,0.5314119041593957,4.173249884666097,13.37303735787765,-1.606933074757122
2021,Japan,Food Markets,135622,172969,1022,61606,-3.04611711215802,9.36606894458636,-54.53736654804271,32.69719553698358
2021,Japan,"Food, Drink & Tobacco",88166,158146,6086,103497,-2.6532257174088247,13.741369390103575,-5.54089709762533,5.613494428344024
2021,Japan,Health Care Equipment & Services,9942,18391,1315,102277,2.72783632982021,13.084916682038994,-4.571843251088536,58.9905019509086
2021,Japan,IT Software & Services,15661,18281,1443,56533,2.0260586319218232,16.40241961158866,-31.481481481481477,51.30339364093781
2021,Japan,Insurance,310187,4267061,8877,128105,-4.710309658392731,8.070882544307278,-34.496753246753244,12.4073180362392
2021,Japan,Materials,149388,215113,-4721,62443,-9.709706079672175,2.006335296516526,-192.91478055500886,67.80790626427668
2021,Japan,Media,10777,43095,-1846,55827,-60.48327955412145,-17.038848034497367,-979.0476190476192,7.419522425968328
2021,Japan,Oil & Gas Operations,174805,224139,-3412,51156,-18.689297808208984,0.08618149018067012,-170.3795379537954,9.864055151085616
2021,Japan,Retailing,57073,58136,2677,124979,-7.16063440422936,-6.021564475194385,-18.97699757869249,35.697766582338964
2021,Japan,Semiconductors,21442,31402,2925,109565,8.44080311535933,2.9742580750942826,25.214041095890405,109.0017740304828
2021,Japan,Technology Hardware & Equipment,126341,182151,9308,347142,-2.1552925869706585,9.148924695744931,-6.178812619695595,37.672813801308735
2021,Japan,Telecommunications Services,229825,696221,29426,331984,-6.104581091405292,5.458629715352092,76.22469756857109,38.52406345709303
2021,Japan,Trading Companies,482494,624927,7854,177983,-10.907298121736309,3.236725510214189,-59.716879519926145,45.88650912697436
2021,Japan,Transportation,125606,341761,-7246,125608,-33.9419916379605,-8.643991681324149,-172.69990970201664,-7.451997465407234
2021,Japan,Utilities,174949,417554,2584,40037,-1.5026630183877732,12.442170459135582,-74.3370741881021,-4.800741867985547
2022,Japan,Banking,170349,11838494,32867,222052,-8.843832273807228,-5.002236422699458,51.45385005299295,-5.114903727000031
2022,Japan,Business Services & Supplies,182130,544886,10061,166129,9.366368025364501,-6.77518366564811,79.14886039886039,-16.46267876179174
2022,Japan,Capital Goods,205760,267377,13461,238721,4.498684624838756,-5.801758001726299,75.13661202185793,-29.967759253446303
2022,Japan,Chemicals,165159,238062,12721,135106,16.42475979669955,-1.9909591680458472,202.08976490144858,-27.213270193245297
2022,Japan,Conglomerates,105500,134337,5884,48866,13.315360407290843,6.828628230616296,84.62503922183873,-2.271909123635052
2022,Japan,Construction,211045,377515,12598,117999,-16.286532542125475,-17.48756898530135,-20.10400811770675,-34.07840267264063
2022,Japan,Consumer Durables,1078531,1727771,72183,782818,9.441312324452444,-2.7723129975982475,139.66730858622748,-14.457619358272055
2022,Japan,Diversified Financials,25804,1430405,4834,34436,-6.408907910485651,0.5686496048349365,12.31412639405205,-25.400229631073845
2022,Japan,Drugs & Biotechnology,142530,221749,8656,161370,-5.586762406931456,-13.09515878085773,3.3428844317096473,-23.54343057220425
2022,Japan,Food Markets,156643,176882,1948,55306,15.499697689165481,2.262255086171505,90.60665362035225,-10.226276661364153
2022,Japan,"Food, Drink & Tobacco",79929,137798,6360,86061,-9.342603724791864,-12.86659163051863,4.502136049950711,-16.8468651265254
2022,Japan,Health Care Equipment & Services,8085,14992,1434,45469,-18.67833433916717,-18.481866130172364,9.049429657794672,-55.54327952521094
2022,Japan,IT Software & Services,2498,8568,1046,20318,-84.04954983717515,-53.131666757836,-27.512127512127517,-64.0599295986415
2022,Japan,Insurance,318718,3915929,16941,119917,2.7502764461437845,-8.228895720028373,90.84150050692801,-6.391631864486169
2022,Japan,Materials,151483,197180,12085,43862,1.4023884113851137,-8.336548697661229,-355.98390171573817,-29.75673814518841
2022,Japan,Media,11917,41787,745,67832,10.578082954440005,-3.0351548903585157,-140.3575297941495,21.503931789277587
2022,Japan,Oil & Gas Operations,208735,230250,10009,53417,19.410199937072736,2.726433150857277,-393.3470105509965,4.419813902572534
2022,Japan,Retailing,57823,55384,3741,74673,1.3141064951903703,-4.7337278106508895,39.745984310795656,-40.2515622624601
2022,Japan,Semiconductors,29701,39885,5610,100811,38.517862139725764,27.014202917011666,91.7948717948718,-7.989777757495553
2022,Japan,Technology Hardware & Equipment,129301,174880,13216,271789,2.3428657363801175,-3.991743114229407,41.98538891276322,-21.706679111141835
2022,Japan,Telecommunications Services,256428,717532,37005,249790,11.575329054715544,3.0609533467103045,25.75613403112893,-24.758422092630973
2022,Japan,Trading Companies,607639,632882,28988,196598,25.937110098778437,1.272948680405861,269.0858161446397,10.458864048813643
2022,Japan,Transportation,130575,310466,10666,113996,3.956021209177907,-9.156983974180788,-247.1984543196246,-9.24463409973887
2022,Japan,Utilities,153308,376662,644,32782,-12.369890653847692,-9.793224349425467,-75.07739938080495,-18.120738317056716
